,time,sim1,sim2,sim3,sim4,sim5,sim6,sim7,sim8,sim9,sim10,mean,std,upper,lower
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.13736263736263737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013736263736263738,0.04343787994736785,0.04065934065934066,-0.013186813186813187
2,2,0.13736263736263737,0.0,0.0,0.0,0.0,0.0,0.0,0.13736263736263737,0.13736263736263737,0.13736263736263737,0.05494505494505495,0.07093376091954977,0.09891025545654789,0.01097985443356201
3,3,0.27472527472527475,0.0,0.0,0.0,0.0,0.13736263736263737,0.0,0.27472527472527475,0.13736263736263737,0.13736263736263737,0.09615384615384615,0.11308689592700064,0.1662458304248033,0.026061861882889004
4,4,0.5494505494505495,0.0,0.13736263736263737,0.13736263736263737,0.0,0.13736263736263737,0.0,0.41208791208791207,0.27472527472527475,0.27472527472527475,0.1923076923076923,0.1854254279424596,0.3072355632359742,0.0773798213794104
5,5,0.5494505494505495,0.0,0.13736263736263737,0.13736263736263737,0.0,0.13736263736263737,0.13736263736263737,0.41208791208791207,0.27472527472527475,0.27472527472527475,0.20604395604395603,0.17435377989615175,0.31410954841773303,0.09797836367017904
6,6,0.5494505494505495,0.0,0.13736263736263737,0.13736263736263737,0.0,0.13736263736263737,0.27472527472527475,0.41208791208791207,0.27472527472527475,0.27472527472527475,0.21978021978021975,0.1737515197894714,0.3274725274725274,0.11208791208791205
7,7,0.5494505494505495,0.0,0.13736263736263737,0.13736263736263737,0.13736263736263737,0.13736263736263737,0.27472527472527475,0.41208791208791207,0.41208791208791207,0.27472527472527475,0.2472527472527472,0.16885612559144483,0.351910858185868,0.14259463631962643
8,8,0.6868131868131868,0.0,0.13736263736263737,0.13736263736263737,0.13736263736263737,0.13736263736263737,0.27472527472527475,0.41208791208791207,0.41208791208791207,0.27472527472527475,0.26098901098901095,0.1990573728872176,0.3843660489301297,0.1376119730478922
9,9,0.6868131868131868,0.13736263736263737,0.13736263736263737,0.13736263736263737,0.27472527472527475,0.13736263736263737,0.27472527472527475,0.41208791208791207,0.41208791208791207,0.27472527472527475,0.28846153846153844,0.17674229913570313,0.39800755039761015,0.17891552652546674
10,10,0.6868131868131868,0.13736263736263737,0.27472527472527475,0.13736263736263737,0.41208791208791207,0.27472527472527475,0.27472527472527475,0.41208791208791207,0.5494505494505495,0.41208791208791207,0.3571428571428571,0.1737515197894714,0.4648351648351648,0.2494505494505494
11,11,0.6868131868131868,0.13736263736263737,0.27472527472527475,0.13736263736263737,0.41208791208791207,0.27472527472527475,0.41208791208791207,0.41208791208791207,0.6868131868131868,0.41208791208791207,0.3846153846153845,0.19208953263189588,0.5036737104230142,0.2655570588077548
12,12,0.6868131868131868,0.13736263736263737,0.41208791208791207,0.13736263736263737,0.41208791208791207,0.27472527472527475,0.5494505494505495,0.41208791208791207,0.6868131868131868,0.41208791208791207,0.41208791208791207,0.19426010472157898,0.5324915724148238,0.2916842517610003
