label, neighbor, wall area
430,683,4.4256
430,1104,11.8965
434,72,9.78666
434,156,8.2248
434,514,11.6481
434,627,12.4205
434,1311,6.27174
434,1457,31.7743
443,143,9.96908
443,219,9.27766
443,253,7.47939
443,477,6.76568
443,1001,18.2393
443,1116,12.5367
443,1146,7.32637
460,155,14.9872
460,207,7.22684
460,391,12.0375
460,883,0.657716
460,1138,13.4441
460,1483,23.1869
460,1503,7.67393
466,836,15.5145
466,1029,8.60651
466,1140,8.17705
466,1268,5.83499
466,1547,5.48605
466,1552,5.6627
473,47,5.37016
473,62,5.71604
473,691,24.1175
473,1408,23.4062
477,83,19.3855
477,143,13.0234
477,253,13.6478
477,443,6.76568
477,1460,5.52482
483,806,0.281552
483,1017,21.518
483,1084,10.8216
483,1119,17.1011
483,1235,14.9149
483,1255,14.3445
489,62,14.1851
489,540,7.23093
489,664,16.7041
489,731,9.26068
489,1132,9.90256
489,1408,13.6908
501,202,18.9592
501,311,18.1128
501,333,6.09274
501,426,4.06426
501,639,5.02395
501,1166,13.7844
514,156,15.9214
514,434,11.6481
514,905,14.8341
514,1311,16.0492
514,1462,6.31677
517,562,8.47936
517,854,6.40237
517,903,5.8682
536,141,11.487
536,539,7.50837
536,612,16.7843
536,760,3.39008
536,891,7.98773
536,1194,11.2424
539,92,20.7742
539,141,12.2277
539,328,1.90639
539,536,7.50837
539,891,9.886
539,1104,7.27102
540,370,7.55621
540,489,7.23093
540,664,10.5853
540,698,6.13647
540,750,24.6406
540,1132,4.14243
550,9,8.34788
550,92,6.13373
550,246,10.1596
550,342,0.150878
550,891,22.1426
550,1306,11.7998
562,517,8.47936
562,614,9.2766
562,653,6.38716
562,903,20.1644
562,983,19.6263
567,30,7.62991
567,627,11.1984
567,1340,9.12231
567,1457,26.4706
567,1558,26.9015
567,1576,8.08936
570,111,23.5313
570,711,14.1215
570,777,6.10779
570,1423,2.17038
570,1435,9.65065
570,1477,12.9084
572,51,13.5165
572,739,19.3994
572,1147,12.4274
572,1525,15.1591
572,1566,15.0782
573,115,10.8935
573,672,29.3301
573,1046,5.87485
573,1095,11.0997
573,1115,13.244
573,1437,9.82358
576,276,15.2982
576,425,6.24412
576,764,10.445
576,1337,18.8849
576,1606,2.36032
587,3,18.1257
587,683,13.9693
587,855,6.04851
587,1385,7.08223
588,87,7.6537
588,628,8.37335
588,913,26.8592
588,1106,7.22135
588,1193,13.0134
588,1350,20.2858
607,220,10.4677
607,370,9.05299
607,698,8.55664
607,812,25.3693
607,909,5.52144
607,1378,5.21309
612,51,9.67803
612,141,2.84658
612,536,16.7843
612,760,13.0366
612,1045,11.4371
612,1147,16.7797
613,87,25.1758
613,140,3.92095
613,362,13.6485
613,1203,17.854
613,1643,19.4874
614,562,9.2766
614,983,8.91372
614,1659,24.9976
617,815,19.893
617,983,29.289
617,1263,8.33103
617,1314,8.69853
617,1345,9.17596
617,1659,5.76052
623,346,3.47922
623,959,8.17558
623,1206,3.57513
623,1510,29.2866
627,192,22.2176
627,434,12.4205
627,567,11.1984
627,919,28.0296
627,1311,5.72048
627,1457,16.377
627,1576,9.39301
628,588,8.37335
628,913,6.64052
628,1106,26.2253
628,1284,12.6195
628,1652,6.30497
639,333,26.1157
639,362,12.3486
639,501,5.02395
639,1166,16.7817
639,1210,9.61806
645,46,4.88188
645,402,12.5019
645,1156,23.2462
645,1290,1.94927
649,342,3.56712
649,381,12.2984
649,764,18.7077
649,1337,11.2971
649,1387,6.02495
649,1442,13.1055
650,207,17.7806
650,391,8.36948
650,1081,27.538
650,1224,12.618
650,1544,9.83527
650,1607,8.90432
652,331,13.5721
652,425,26.7557
652,812,20.9166
652,1337,8.88404
652,1378,5.44171
653,96,13.7676
653,562,6.38716
653,753,27.0363
653,903,18.3079
653,983,5.94672
653,1161,4.89988
653,1459,5.98414
664,370,9.79629
664,417,13.9708
664,489,16.7041
664,540,10.5853
664,731,8.05448
672,573,29.3301
672,711,11.4034
672,1081,16.8619
672,1095,4.18383
672,1325,9.96405
672,1437,5.92752
672,1544,5.94922
678,187,13.0044
678,1106,5.18533
678,1210,4.5447
678,1267,8.54257
678,1332,18.7493
678,1581,30.5618
683,3,5.94393
683,328,5.59797
683,430,4.4256
683,587,13.9693
683,1376,6.57482
683,1385,10.2933
683,1610,12.4776
691,47,3.9164
691,473,24.1175
691,838,10.0089
698,220,8.33428
698,370,26.0501
698,540,6.13647
698,607,8.55664
698,750,13.0732
711,278,14.2868
711,570,14.1215
711,672,11.4034
711,777,6.85447
711,1325,17.7044
711,1423,3.53841
711,1437,4.39726
718,132,5.86976
718,795,18.6464
718,972,11.6846
718,1351,7.01682
718,1510,14.5779
728,9,10.2168
728,92,21.4822
728,1376,24.8899
728,1610,8.59544
731,4,12.0388
731,47,10.6839
731,417,20.529
731,489,9.26068
731,664,8.05448
731,827,8.89456
731,1408,14.0525
739,572,19.3994
739,892,10.3081
739,909,15.9803
739,1147,16.6143
739,1525,4.94128
739,1533,10.4039
750,220,15.4736
750,540,24.6406
750,698,13.0732
750,1132,10.831
750,1367,19.3128
753,653,27.0363
753,983,0.121471
753,1263,14.8812
753,1459,5.40175
753,1568,9.31274
755,30,8.47545
755,829,17.7345
755,1036,4.9562
755,1285,5.58608
755,1354,14.7363
755,1377,7.49731
760,331,12.1173
760,536,3.39008
760,612,13.0366
760,1147,9.69828
760,1194,19.0363
760,1442,15.7092
764,276,4.63949
764,576,10.445
764,649,18.7077
764,1337,2.20485
764,1387,11.7463
764,1546,6.37563
774,854,9.16715
774,1064,12.8149
774,1161,11.4191
777,9,1.52261
777,111,12.5598
777,246,8.06829
777,278,8.90705
777,570,6.10779
777,711,6.85447
777,1003,8.56943
795,395,15.6822
795,718,18.6464
795,959,0.298015
795,1351,5.4479
795,1510,13.9853
795,1577,11.074
796,4,24.3759
796,47,14.412
796,146,14.756
796,1204,13.3117
796,1298,8.32062
800,175,11.4972
800,1285,8.64371
800,1354,8.01385
800,1556,10.9048
806,483,0.281552
806,1017,19.3381
806,1193,12.7443
806,1235,20.3909
806,1350,11.1356
812,331,3.9756
812,607,25.3693
812,652,20.9166
812,892,13.0875
812,909,11.7175
812,1378,3.68989
815,617,19.893
815,1113,12.867
815,1345,14.2773
815,1400,14.9751
815,1659,11.2708
827,4,19.7124
827,368,9.40974
827,417,5.4972
827,731,8.89456
827,931,7.31451
827,1629,19.2399
829,20,7.7393
829,30,4.20632
829,404,13.9522
829,755,17.7345
829,1036,6.62407
836,371,14.76
836,466,15.5145
836,1140,8.68841
836,1146,8.80608
836,1552,11.0362
838,47,12.2833
838,691,10.0089
838,1204,4.65206
838,1253,4.42944
854,517,6.40237
854,774,9.16715
854,903,7.94077
854,1161,13.9569
855,3,5.44325
855,222,18.6704
855,587,6.04851
855,1385,8.12799
855,1660,5.16621
883,349,8.02582
883,381,3.82199
883,460,0.657716
883,1138,20.2016
883,1387,25.2271
883,1483,11.1515
891,92,5.29877
891,342,6.35979
891,536,7.98773
891,539,9.886
891,550,22.1426
891,1194,13.0297
891,1306,0.0183683
892,331,24.3339
892,739,10.3081
892,812,13.0875
892,909,3.22258
892,1147,6.50135
903,517,5.8682
903,562,20.1644
903,653,18.3079
903,854,7.94077
903,1161,7.74956
905,156,10.7742
905,373,0.395553
905,395,15.2999
905,514,14.8341
905,959,11.0342
905,1412,0.376802
905,1462,5.60452
909,220,11.1442
909,607,5.52144
909,739,15.9803
909,812,11.7175
909,892,3.22258
909,1533,11.8841
911,132,13.4613
911,1051,15.8519
911,1510,6.18525
913,200,9.16492
913,588,26.8592
913,628,6.64052
913,1193,2.38401
913,1266,10.0332
913,1284,22.3254
913,1480,10.8646
919,192,4.98629
919,627,28.0296
919,1119,15.6036
919,1255,6.19526
919,1301,13.3985
919,1576,6.62294
931,4,13.6082
931,146,8.80481
931,368,5.30962
931,827,7.31451
931,955,4.76814
931,989,18.9426
941,1001,10.7659
941,1547,10.186
941,1552,5.47665
946,140,26.2963
946,251,6.15208
946,324,7.4942
946,999,14.3061
946,1084,7.57926
946,1503,8.06181
948,13,9.96471
948,285,0.693557
948,418,18.2133
948,1261,12.726
948,1534,14.1033
948,1632,4.54143
955,146,18.765
955,187,10.9603
955,344,9.787
955,931,4.76814
955,989,9.15238
959,395,23.0915
959,623,8.17558
959,795,0.298015
959,905,11.0342
959,1206,14.3116
959,1412,13.9822
959,1510,9.40695
964,78,21.5234
964,200,5.80601
964,310,14.3184
964,348,14.1366
964,1261,5.06902
964,1266,7.93027
969,9,5.68145
969,41,16.3278
969,111,12.8434
969,1376,20.2768
969,1435,13.291
969,1516,2.93879
972,132,18.9713
972,188,17.9677
972,329,10.3643
972,718,11.6846
972,1046,7.10177
972,1351,12.0944
982,20,22.1487
982,78,9.53816
982,1036,13.9052
982,1105,18.0546
982,1261,17.0451
983,562,19.6263
983,614,8.91372
983,617,29.289
983,653,5.94672
983,753,0.121471
983,1263,9.3338
983,1659,2.36462
989,187,12.284
989,368,7.62388
989,931,18.9426
989,955,9.15238
989,1166,16.4365
999,155,10.0191
999,946,14.3061
999,1006,26.3856
999,1084,6.97437
999,1119,4.68378
999,1503,10.5521
1001,253,20.9012
1001,443,18.2393
1001,941,10.7659
1001,1146,6.33165
1001,1552,17.8947
1003,246,16.6095
1003,278,16.0944
1003,349,21.0551
1003,777,8.56943
1003,1306,19.7548
1006,155,7.26173
1006,207,10.5193
1006,999,26.3856
1006,1119,12.3412
1006,1301,15.4351
1017,140,6.92639
1017,483,21.518
1017,806,19.3381
1017,1084,13.8636
1017,1203,10.5272
1017,1235,0.0403845
1017,1350,5.52904
1029,188,8.45775
1029,466,8.60651
1029,1051,7.95563
1029,1140,5.98714
1029,1268,6.50289
1029,1404,17.414
1036,20,8.69054
1036,755,4.9562
1036,829,6.62407
1036,982,13.9052
1036,1105,3.85407
1036,1377,19.5153
1045,51,10.5967
1045,141,19.5232
1045,326,12.0901
1045,612,11.4371
1045,1104,8.86683
1045,1297,7.68619
1046,329,22.174
1046,573,5.87485
1046,972,7.10177
1046,1115,12.0638
1046,1351,12.4526
1046,1423,2.56297
1046,1437,5.87301
1051,132,14.4554
1051,188,10.1964
1051,911,15.8519
1051,1029,7.95563
1051,1404,5.82277
1064,46,15.0064
1064,402,10.9441
1064,774,12.8149
1064,1161,6.16948
1064,1505,26.1659
1081,391,6.88397
1081,650,27.538
1081,672,16.8619
1081,1325,15.0847
1081,1544,7.52764
1084,140,8.09942
1084,483,10.8216
1084,946,7.57926
1084,999,6.97437
1084,1017,13.8636
1084,1119,16.307
1095,115,8.91411
1095,192,12.3876
1095,573,11.0997
1095,672,4.18383
1095,1311,5.21758
1095,1462,13.5312
1095,1544,25.0749
1095,1607,1.95852
1104,141,6.74999
1104,328,20.3492
1104,430,11.8965
1104,539,7.27102
1104,1045,8.86683
1104,1297,13.1824
1105,418,7.99583
1105,982,18.0546
1105,1036,3.85407
1105,1261,0.852847
1106,87,19.7278
1106,588,7.22135
1106,628,26.2253
1106,678,5.18533
1106,1332,20.5802
1106,1581,6.81552
1106,1652,11.3155
1113,815,12.867
1113,1400,17.9005
1115,115,14.624
1115,573,13.244
1115,1046,12.0638
1115,1351,11.0675
1115,1577,13.0995
1116,41,10.829
1116,219,7.91833
1116,443,12.5367
1116,1146,14.9753
1116,1563,11.2027
1119,483,17.1011
1119,919,15.6036
1119,999,4.68378
1119,1006,12.3412
1119,1084,16.307
1119,1255,9.18518
1119,1301,13.9364
1132,62,16.7368
1132,489,9.90256
1132,540,4.14243
1132,750,10.831
1138,278,6.94502
1138,349,18.5686
1138,391,27.7718
1138,460,13.4441
1138,883,20.2016
1140,188,16.8756
1140,329,8.08584
1140,371,14.3838
1140,466,8.17705
1140,836,8.68841
1140,1029,5.98714
1146,371,6.67016
1146,443,7.32637
1146,836,8.80608
1146,1001,6.33165
1146,1116,14.9753
1146,1552,6.79455
1146,1563,4.30408
1147,51,6.55361
1147,331,8.84626
1147,572,12.4274
1147,612,16.7797
1147,739,16.6143
1147,760,9.69828
1147,892,6.50135
1156,46,4.71251
1156,235,5.03172
1156,645,23.2462
1156,1290,2.84077
1156,1605,22.9714
1161,96,18.6023
1161,653,4.89988
1161,774,11.4191
1161,854,13.9569
1161,903,7.74956
1161,1064,6.16948
1161,1505,4.38723
1166,187,3.72918
1166,311,16.411
1166,368,8.81695
1166,501,13.7844
1166,639,16.7817
1166,989,16.4365
1166,1210,13.4917
1193,588,13.0134
1193,806,12.7443
1193,913,2.38401
1193,1235,4.90694
1193,1266,25.2521
1193,1350,6.57839
1194,342,11.3308
1194,536,11.2424
1194,760,19.0363
1194,891,13.0297
1194,1442,13.4575
1203,87,3.39044
1203,140,17.1635
1203,613,17.854
1203,1017,10.5272
1203,1350,25.2374
1204,47,9.22431
1204,796,13.3117
1204,838,4.65206
1204,1253,25.5837
1204,1298,4.31468
1204,1605,2.87784
1206,346,23.1296
1206,623,3.57513
1206,959,14.3116
1206,1412,10.9372
1210,187,27.821
1210,362,16.5824
1210,639,9.61806
1210,678,4.5447
1210,1166,13.4917
1210,1581,2.65374
1222,72,2.01525
1222,156,17.8554
1222,175,15.0002
1222,1412,19.3933
1222,1556,6.43413
1224,207,16.0354
1224,650,12.618
1224,1301,19.7871
1224,1607,13.4183
1229,311,17.0291
1229,368,6.85135
1229,425,6.28754
1229,426,9.2055
1229,1378,10.3864
1229,1486,13.7598
1229,1606,13.5411
1229,1629,5.63142
1230,310,10.1961
1230,1314,7.9243
1230,1345,6.14644
1230,1480,13.8235
1230,1534,19.0124
1235,154,24.4099
1235,348,4.82553
1235,483,14.9149
1235,806,20.3909
1235,1017,0.0403845
1235,1193,4.90694
1235,1255,3.4004
1235,1266,9.10744
1253,838,4.42944
1253,1204,25.5837
1253,1290,18.314
1253,1605,6.17948
1255,154,16.1633
1255,483,14.3445
1255,919,6.19526
1255,1119,9.18518
1255,1235,3.4004
1255,1558,5.28358
1255,1576,23.5858
1261,78,11.356
1261,310,7.31164
1261,418,15.0543
1261,948,12.726
1261,964,5.06902
1261,982,17.0451
1261,1105,0.852847
1261,1534,5.42666
1263,617,8.33103
1263,753,14.8812
1263,983,9.3338
1263,1314,28.2774
1263,1568,9.15472
1266,200,19.3262
1266,348,14.7359
1266,913,10.0332
1266,964,7.93027
1266,1193,25.2521
1266,1235,9.10744
1267,187,13.7875
1267,235,15.5738
1267,344,24.2135
1267,678,8.54257
1267,1332,13.8627
1267,1505,1.62098
1267,1649,12.2406
1268,466,5.83499
1268,1029,6.50289
1268,1404,7.5977
1268,1547,9.82058
1284,628,12.6195
1284,913,22.3254
1284,1314,2.74506
1284,1480,6.40766
1284,1568,22.4071
1284,1652,8.95753
1285,755,5.58608
1285,800,8.64371
1285,1354,13.1449
1290,645,1.94927
1290,1156,2.84077
1290,1253,18.314
1290,1605,7.27315
1297,326,10.1926
1297,1045,7.68619
1297,1104,13.1824
1298,146,16.0811
1298,344,8.11136
1298,796,8.32062
1298,1204,4.31468
1298,1605,24.039
1301,192,15.9428
1301,207,8.48058
1301,919,13.3985
1301,1006,15.4351
1301,1119,13.9364
1301,1224,19.7871
1301,1607,4.33996
1306,246,1.7213
1306,342,23.3873
1306,349,1.26912
1306,381,8.30605
1306,550,11.7998
1306,891,0.0183683
1306,1003,19.7548
1311,192,19.248
1311,434,6.27174
1311,514,16.0492
1311,627,5.72048
1311,1095,5.21758
1311,1462,15.2745
1314,617,8.69853
1314,1230,7.9243
1314,1263,28.2774
1314,1284,2.74506
1314,1345,17.5272
1314,1480,20.2092
1314,1568,4.92166
1325,278,20.5254
1325,391,14.7512
1325,672,9.96405
1325,711,17.7044
1325,1081,15.0847
1332,216,11.5604
1332,678,18.7493
1332,1106,20.5802
1332,1267,13.8627
1332,1649,16.1638
1332,1652,5.21218
1337,331,11.7644
1337,425,5.24443
1337,576,18.8849
1337,649,11.2971
1337,652,8.88404
1337,764,2.20485
1337,1442,12.9107
1340,30,15.8539
1340,72,13.1167
1340,567,9.12231
1340,1354,18.2871
1340,1457,11.006
1345,617,9.17596
1345,815,14.2773
1345,1230,6.14644
1345,1314,17.5272
1345,1400,2.92429
1345,1534,4.21355
1345,1632,25.6091
1350,87,12.8159
1350,588,20.2858
1350,806,11.1356
1350,1017,5.52904
1350,1193,6.57839
1350,1203,25.2374
1351,718,7.01682
1351,795,5.4479
1351,972,12.0944
1351,1046,12.4526
1351,1115,11.0675
1351,1577,19.7585
1354,30,3.05615
1354,72,3.10122
1354,755,14.7363
1354,800,8.01385
1354,1285,13.1449
1354,1340,18.2871
1354,1556,14.6122
1367,220,4.87919
1367,750,19.3128
1367,1533,13.6237
1376,9,10.5977
1376,683,6.57482
1376,728,24.8899
1376,969,20.2768
1376,1385,4.83308
1376,1516,6.97243
1376,1610,0.493751
1377,755,7.49731
1377,1036,19.5153
1378,370,6.572
1378,425,6.30501
1378,607,5.21309
1378,652,5.44171
1378,812,3.68989
1378,1229,10.3864
1378,1486,19.5076
1385,143,6.15018
1385,219,5.82092
1385,222,7.13875
1385,587,7.08223
1385,683,10.2933
1385,855,8.12799
1385,1376,4.83308
1385,1516,20.6633
1387,17,11.6412
1387,381,8.51461
1387,649,6.02495
1387,764,11.7463
1387,883,25.2271
1387,1483,3.74799
1387,1546,8.61276
1400,13,8.59053
1400,815,14.9751
1400,1113,17.9005
1400,1345,2.92429
1400,1632,7.92958
1404,1029,17.414
1404,1051,5.82277
1404,1268,7.5977
1408,47,8.97941
1408,62,6.12047
1408,473,23.4062
1408,489,13.6908
1408,731,14.0525
1412,156,15.2059
1412,175,2.91571
1412,346,4.83955
1412,905,0.376802
1412,959,13.9822
1412,1206,10.9372
1412,1222,19.3933
1423,329,2.24705
1423,570,2.17038
1423,711,3.53841
1423,1046,2.56297
1423,1437,10.6109
1423,1477,5.20492
1435,41,11.3863
1435,111,5.19186
1435,570,9.65065
1435,969,13.291
1435,1477,4.03104
1435,1563,7.51433
1435,1580,9.96412
1437,573,9.82358
1437,672,5.92752
1437,711,4.39726
1437,1046,5.87301
1437,1423,10.6109
1442,331,10.9396
1442,342,11.9586
1442,649,13.1055
1442,760,15.7092
1442,1194,13.4575
1442,1337,12.9107
1457,72,3.70502
1457,434,31.7743
1457,567,26.4706
1457,627,16.377
1457,1340,11.006
1459,96,8.93439
1459,216,10.5288
1459,653,5.98414
1459,753,5.40175
1459,1568,11.7701
1459,1652,23.8231
1460,83,6.63057
1460,143,14.4716
1460,222,8.8578
1460,477,5.52482
1460,1660,23.2172
1462,115,10.4622
1462,373,7.05431
1462,514,6.31677
1462,905,5.60452
1462,1095,13.5312
1462,1311,15.2745
1477,329,13.3924
1477,371,5.696
1477,570,12.9084
1477,1423,5.20492
1477,1435,4.03104
1477,1580,21.9214
1480,200,23.5885
1480,310,1.53516
1480,913,10.8646
1480,1230,13.8235
1480,1284,6.40766
1480,1314,20.2092
1483,17,26.8911
1483,460,23.1869
1483,883,11.1515
1483,1387,3.74799
1483,1503,9.14999
1486,370,10.3434
1486,417,16.7864
1486,1229,13.7598
1486,1378,19.5076
1486,1629,8.37148
1503,17,4.34893
1503,155,7.26327
1503,324,27.8953
1503,460,7.67393
1503,946,8.06181
1503,999,10.5521
1503,1483,9.14999
1503,1512,0.676822
1505,46,1.56894
1505,96,4.9306
1505,216,12.5215
1505,235,12.6328
1505,1064,26.1659
1505,1161,4.38723
1505,1267,1.62098
1505,1649,16.067
1510,132,5.75494
1510,395,0.417071
1510,623,29.2866
1510,718,14.5779
1510,795,13.9853
1510,911,6.18525
1510,959,9.40695
1512,17,21.1443
1512,202,28.052
1512,251,12.2687
1512,324,17.8904
1512,333,7.94935
1512,1503,0.676822
1512,1546,8.08767
