Cell, Cell, Area (µm²)
3316,3430,23.9776
3316,3749,16.0576
3316,3982,41.775
3316,3953,15.4098
3316,4151,35.4476
3316,5232,2.46547
3316,4058,1.9457
699,1132,18.9655
699,764,36.835
699,704,8.68164
699,1258,5.94972
699,1244,17.4196
699,971,35.0132
698,1132,25.0262
698,1056,20.0926
698,1041,10.9543
698,764,4.41826
698,703,28.315
698,699,18.3591
698,1175,6.25542
698,971,8.65498
697,1099,16.5917
697,1088,25.7851
697,1056,20.9077
697,898,56.9336
697,1394,17.2837
2851,3066,3.40042
2851,3475,4.10601
2851,3452,0.0735086
2851,3019,58.7987
2851,2984,12.874
2851,2982,16.0092
2851,3373,27.2231
2851,2898,8.15617
2851,3325,22.2007
2273,2292,39.4904
2273,2584,10.6007
694,1114,7.18971
694,1088,50.3838
694,1053,5.01314
694,1038,3.50933
694,846,92.0308
694,761,0.0301053
694,1235,13.4499
694,1234,25.0722
693,980,22.7934
693,762,11.751
693,758,21.8023
693,1160,27.5721
3667,3794,8.15067
3667,4002,5.22916
3667,3737,9.23702
3667,4158,19.3772
3667,3851,14.0594
3667,4047,28.4899
3667,3813,0.149709
3667,4029,37.237
2849,3428,10.7253
2849,3735,11.0798
2849,3733,78.4299
2849,2858,0.87335
2849,5232,3.30662
2849,3583,25.5228
2849,3153,6.45879
1565,1928,43.965
1565,1883,13.7135
1565,1744,14.5312
1565,1726,0.244273
1565,1621,13.2722
1565,1588,1.06089
1565,2206,3.50654
1565,2075,26.5063
1565,2074,14.0926
1565,2039,19.9632
690,1146,16.7804
690,1112,26.41
690,1097,12.5734
690,1009,9.81051
690,992,10.7778
690,935,30.4862
690,836,39.6327
690,823,33.9939
690,1243,7.75148
1564,1910,52.4124
1564,1891,11.5673
1564,1753,87.5961
1564,2255,27.7786
1564,2065,12.6709
688,1129,0.0820729
688,1910,0.0468121
688,1096,48.8954
688,1036,110.33
688,995,39.0957
688,1753,53.3845
688,873,61.8968
688,1564,1.00762
688,1428,4.15287
688,1289,42.7249
688,1275,10.6668
688,1252,119.268
2848,3063,19.7638
2848,3428,0.38157
2848,3733,2.85349
2848,2849,6.63467
2848,5232,33.919
2848,3248,24.8377
686,1130,42.0504
686,1052,7.28457
686,966,22.9471
686,897,7.22621
686,896,3.65888
683,1110,0.0591534
683,1076,38.0166
683,1051,23.1776
683,1026,3.78728
683,1018,23.9672
683,992,36.0742
683,978,6.52035
3666,3797,19.2408
3666,3794,10.5246
3666,4173,0.951991
3666,3985,9.10285
3666,4172,61.642
3666,4155,2.16042
3666,4047,10.6181
681,1084,13.9694
681,1018,17.1501
681,991,83.242
681,978,8.5021
681,897,5.36107
681,896,22.0059
681,790,15.5981
681,1326,0.119243
5245,5254,19.2436
4284,4627,10.5735
4284,4626,52.4349
4284,4317,61.2897
4284,4316,13.4349
4284,4628,2.50598
679,1083,12.5538
679,1076,27.2519
679,1026,9.87289
679,978,24.2106
679,932,12.5454
679,854,29.9618
679,793,29.571
679,683,7.49756
679,1392,11.7306
679,1272,12.9589
679,1171,0.0852282
4121,4200,16.1982
4121,4152,32.0359
4121,4275,37.5568
4121,4576,7.07876
2841,3083,15.2369
2841,3044,36.6839
2841,3019,16.6222
2841,3374,17.3674
2841,3352,25.3552
2841,3198,9.39112
2841,3116,20.2913
4736,5308,25.7578
4736,4940,4.92523
3925,4007,10.2789
3925,4111,16.2886
3925,4265,44.8384
3925,4573,7.12265
3925,4237,0.0551572
3925,4049,10.5461
3925,4466,15.3873
3925,4355,18.3739
4590,4641,13.8495
4652,4767,56.1183
4585,4763,23.6667
4585,4629,6.70816
4585,4809,12.1432
4585,4683,26.198
4505,4545,16.3685
4505,4543,13.9274
4505,4518,8.869
4505,4570,18.3835
4505,4635,0.410652
2831,3032,26.3724
2831,3430,90.4844
2831,3316,12.2541
2831,3278,9.56446
2255,2517,1.25228
2255,3032,49.2872
2255,2470,70.1413
2255,2429,35.3671
2255,2959,10.1409
2255,2931,47.5371
2255,2869,5.30592
2255,2831,0.165116
2255,2762,1.15866
2255,2748,27.2748
2830,3031,3.52559
2830,2978,6.10715
2830,3735,0.8889
2830,2926,16.806
2830,2858,8.13104
2830,3317,55.5154
2830,3248,5.43711
2830,3583,23.8683
2830,3564,0.146722
2830,3161,4.75271
2830,3532,0.414379
2830,3504,1.59233
2253,2515,1.60051
2253,2494,3.26887
2253,2465,31.0412
2253,2381,26.1746
2253,2630,71.0067
1544,1794,14.0866
1544,1616,32.3539
1544,1595,8.8565
1544,1594,8.73186
1544,1577,4.35508
4738,4853,2.89398
4738,4812,13.7278
4738,4773,12.2756
4277,4544,34.7181
4277,5308,17.9761
4277,4695,8.41665
4277,4638,7.60955
2828,3760,21.4011
2828,2978,9.78803
2828,2927,0.157348
2828,2926,15.0241
2828,3250,5.82324
2828,3098,32.0801
3918,4013,9.98631
3918,3984,30.7915
3918,4141,32.5878
3918,4121,2.41958
3918,4071,34.4766
3918,4212,12.2893
3653,3739,13.583
3653,3738,21.3327
3653,4095,2.23765
3653,4048,11.7868
3653,3812,13.3279
2246,2558,6.35987
2246,2374,28.3307
2246,2809,9.79953
3652,3699,18.7168
3652,3921,2.74157
3652,3864,25.1179
3652,4064,8.92287
3652,3832,18.1915
2825,3476,7.78078
2825,3043,12.4832
2825,2993,3.24178
2825,2899,14.124
2825,3165,17.6238
2825,3146,38.0839
2824,3428,0.0949418
2824,3735,8.8651
2824,2858,14.1063
2824,2849,45.017
2824,2830,42.6443
2824,3248,12.6474
2824,3583,46.7598
2243,2524,1.62497
2243,2416,14.7611
2243,2296,36.2146
2243,2292,13.2267
2243,2841,0.148847
2243,2699,15.831
2243,2674,14.8267
2243,2609,25.5779
3917,4200,15.7826
3917,4001,11.6327
3917,4532,6.12464
3917,4316,0.772969
3917,4611,36.5003
3917,4152,23.856
3917,4576,10.2382
3917,4056,22.3881
3917,4036,21.4757
1533,1883,59.6077
1533,1744,35.2997
1533,1621,3.8055
1533,1565,2.09925
1533,1955,11.2733
5234,5245,51.0942
1530,2422,7.76091
1530,1672,25.5995
1530,2325,7.71301
1530,1637,5.51608
1530,1634,11.2708
1530,2304,13.0888
1530,1596,44.2447
1530,2228,13.5458
1530,2226,5.15379
1530,1984,15.6521
1530,1967,15.6574
1530,1954,42.7507
1530,1952,15.4043
1529,1927,10.2256
1529,1847,13.7635
1529,1766,46.5632
1529,1693,16.7203
1529,1670,25.3863
1529,1596,22.0562
1529,2023,56.8697
1529,1952,13.4217
2239,2470,11.7948
2239,2831,43.2348
2239,2255,15.5512
2239,2748,35.4557
2238,2354,57.0927
2238,2289,14.9975
2238,2288,1.39059
2238,2669,4.67252
2238,2601,19.4801
4275,4828,31.8596
4275,4614,25.3957
4275,4286,31.422
4275,4371,12.3719
634,1114,28.1764
634,1088,45.2731
634,1038,4.63957
634,898,6.94558
634,761,0.194827
634,697,16.244
634,694,50.2959
634,1235,1.06498
4111,4307,17.7489
4111,4355,45.2378
632,1114,8.28487
632,634,7.73781
632,1235,17.7888
631,1098,18.1939
631,1012,7.54421
631,1011,26.7596
631,969,19.1393
631,936,21.9404
631,889,12.9961
631,802,10.788
631,1211,20.9183
1525,1910,2.33797
1525,1564,34.629
1525,2255,10.5366
1525,2239,88.8255
1525,2748,0.686734
1525,2065,27.8022
1525,2022,26.7813
627,1053,15.7065
627,694,22.6035
627,634,5.38479
627,632,61.4081
627,1235,28.5791
627,1234,23.4914
2235,2545,2.93553
2235,2482,31.0979
2235,3428,0.425346
2235,2400,38.0198
2235,2381,33.11
2235,2304,12.2428
2235,2849,44.25
2235,2848,19.044
2235,2824,39.3631
2235,3248,8.15864
2235,2631,38.0012
623,1051,33.2794
623,1026,39.8184
623,797,45.5528
623,683,7.5805
623,1509,5.98613
623,1221,1.45737
622,1110,22.0045
622,1018,13.3828
622,992,5.36588
622,991,12.9389
622,934,11.7858
622,683,45.4281
622,681,15.6803
621,1130,6.18769
621,995,8.20462
621,990,73.4133
621,966,16.6537
621,873,55.366
621,688,10.7978
621,686,2.42085
621,1459,19.4626
621,1253,7.77464
621,1252,35.5588
621,1242,16.799
621,1220,25.3872
619,1076,0.718129
619,1026,12.0131
619,793,2.49268
619,683,42.4886
619,679,15.8498
619,623,39.3434
636,920,19.1765
636,762,29.9307
636,693,4.85255
4501,4763,5.19357
4501,4629,13.348
4501,4870,61.3003
4500,4531,4.21695
4500,4806,58.6376
4500,5254,13.833
4500,5245,49.0652
4396,4629,45.6985
4396,4501,19.2885
4396,4492,15.3925
2230,2558,11.9727
2230,2524,13.811
2230,2438,7.77521
2230,2416,7.99956
2230,2374,8.75966
2230,2246,10.8968
2230,2809,1.71991
2230,2808,29.2484
2230,2586,26.6935
2229,2520,2.34424
2229,2496,7.80926
2229,2382,38.2623
2229,2356,9.7186
2229,2724,26.0329
2229,2693,0.869045
2229,2608,7.98972
2228,2516,68.8375
2228,2515,0.252785
2228,2437,22.4963
2228,2422,19.9469
2228,2304,16.1007
2228,2709,5.12743
610,1002,0.0585985
610,872,0.301569
610,746,8.746
610,1169,1.67316
4695,4812,1.04711
2226,2496,4.01212
2226,2382,11.0147
2226,2325,36.3793
608,744,24.9677
3636,4158,18.9318
3636,3667,11.3489
3636,4049,36.1444
3636,3813,34.6976
3636,4029,9.05504
2224,3063,37.0064
2224,2482,85.4087
2224,2465,32.8179
2224,2381,26.0504
2224,2923,15.9182
2224,2253,12.8861
2224,2235,10.5973
2224,2631,3.70323
2224,2630,14.595
1509,1838,11.0792
1509,1678,22.2965
1509,1618,17.3238
1509,1595,6.29819
1509,1578,29.7082
1509,2050,22.4083
4773,4853,6.41816
4773,4812,11.2477
4773,4776,8.8953
3287,3442,7.26762
3287,3767,22.8903
3287,3925,9.22542
3287,4111,15.5248
3287,3636,5.79822
3287,3626,24.519
3287,4049,7.49812
3287,3520,27.8196
3465,3480,12.1623
3465,3682,20.3987
3465,3925,13.9223
3465,3540,35.182
4104,5312,20.669
4104,4155,4.96738
4104,4287,17.8776
4104,4652,5.22324
4104,4565,7.27221
2809,3480,6.59449
2809,3036,14.8433
2809,3010,15.849
2809,3465,17.747
2809,3260,10.1
2809,3258,1.40231
2808,3036,16.9724
2808,3010,47.9138
2808,2905,8.30649
2808,2809,7.39723
2808,3258,2.74299
2808,3170,10.802
2808,3147,4.9334
1502,1881,8.76756
1502,2065,62.2602
1502,2032,26.8666
2217,2551,0.984352
2217,3033,0.460484
2217,2403,10.8136
2217,2292,38.1944
2217,2851,39.5986
2217,2637,7.99434
2217,2635,56.0294
2807,2984,15.7129
2807,2937,27.3969
2807,2905,20.7952
2807,3197,20.3004
2807,3170,17.6912
2807,3168,14.7197
5232,5234,104.197
4580,4875,5.71049
4580,4872,20.4517
4580,4686,44.6801
4580,4633,29.2432
2212,2235,12.6367
4265,4853,23.9806
4265,4590,11.7657
4265,4386,13.1503
4265,4573,7.89797
4265,4641,32.3857
4265,4466,1.11125
4265,4355,16.7366
4691,4830,18.2698
2213,2547,14.8602
2213,2354,3.25197
2213,2238,8.64855
2213,2669,19.4142
2213,2604,9.76826
4263,4770,27.8076
4263,4797,12.258
4263,4465,10.5424
4262,4413,18.4059
4262,4263,35.4301
4262,4770,22.7528
4262,4374,20.9452
4262,4636,16.1725
2207,2558,34.4627
2207,2246,24.3119
2207,2230,29.5436
2206,2416,2.59532
2206,2403,31.5448
2206,2292,21.8066
2206,2273,3.33053
2206,2243,47.9455
2206,2609,14.4943
3901,4263,35.0047
3901,4262,49.6248
3901,4465,12.2112
3901,4039,31.0393
2204,2521,21.8833
2204,2446,32.0227
2204,2356,33.6075
2204,2341,9.46035
1486,1937,35.298
1486,1936,0.0416845
1486,1616,18.1452
1486,1595,19.547
1486,1544,28.6452
3278,3430,35.4171
3278,3749,90.0657
3278,3956,0.647343
3278,3953,0.536409
3278,3319,23.7077
3278,3316,22.2181
3278,3537,30.0572
3278,3824,3.79742
3278,3505,8.55701
2202,2521,22.7226
2202,2516,5.33346
2202,2428,52.1636
2202,2356,5.86355
2202,2874,2.07786
2202,2228,6.37539
2202,2204,4.33078
2202,2638,11.4676
2202,2633,101.616
2201,2547,19.1676
2201,2543,5.44986
2201,3031,29.5818
2201,2978,7.16941
2201,2318,12.8805
2201,2289,8.47881
2201,2238,18.729
2201,2213,31.7622
2201,3222,0.0225674
2201,2669,39.716
2201,2655,28.0768
2201,2601,5.67454
2201,3099,15.0315
3625,4331,9.74739
3625,3739,20.8143
3625,3682,12.7359
3625,4095,2.35519
3625,4488,23.8662
3625,3877,48.271
3625,4237,7.51977
3625,4051,32.2221
3900,4013,12.6817
3900,4319,65.8185
3900,4427,0.0424735
3900,4141,10.4175
3900,4413,2.30346
3900,3918,4.56767
3900,4374,5.31719
3900,4062,14.8616
3900,4046,12.7487
3900,4212,11.2466
3898,3985,5.02765
3898,4287,1.067
3898,4104,62.4212
3897,3967,31.4245
3897,4140,16.7943
3897,3918,5.88364
3897,4071,27.3912
3897,4368,14.5295
3897,4212,7.88657
3897,4210,5.2969
3619,4014,9.94229
3619,5312,3.75068
3619,5308,7.2514
3619,3737,16.3263
3619,4073,0.173848
3619,4026,49.7463
3896,3897,2.75297
3896,4210,34.958
2193,3044,8.18373
2193,2296,22.9803
2193,2294,10.0077
2193,2754,12.5241
2192,3033,13.3903
2192,2217,20.5735
2192,2637,66.8989
2192,2635,0.552924
1473,1869,5.97626
1473,1847,23.0753
1473,1780,4.05371
1473,1638,12.7955
1473,1637,49.7717
1473,1596,35.947
1473,1529,14.5764
1473,2228,20.344
1473,2202,15.3161
1473,2124,1.21281
1473,2023,12.1251
1472,1867,14.9498
1472,1691,43.4758
1472,1525,68.8989
1472,2022,48.8035
2191,2550,50.1985
2191,2520,7.06965
2191,2514,3.40924
2191,2608,7.03634
2191,2583,5.97101
3617,3985,80.4614
3617,4104,0.273723
3617,3898,13.9786
3617,3861,9.04177
2189,2496,4.58493
2189,2495,7.10322
2189,2367,56.8055
2189,2325,10.1381
2189,2226,39.3299
4261,4544,2.39242
4261,4543,4.34031
4261,5308,29.1006
4261,4940,13.2779
4261,4812,6.27017
4261,4517,1.21919
4261,4738,5.93521
4261,4277,25.1641
4261,4570,17.5836
4261,4638,15.1449
4261,4354,25.1582
4095,4331,44.1326
4095,4813,23.9969
4095,4488,0.233576
4095,4797,6.45944
4095,4465,0.270624
4258,4629,45.3351
4258,4306,15.9174
4258,4396,15.0048
4258,4856,3.66457
4258,4484,15.7013
4258,4683,10.4977
4258,4631,13.6056
4576,4828,3.35021
4576,4611,34.7328
1460,1910,1.66334
1460,1891,50.4425
1460,1753,2.33365
1460,1695,43.2195
1460,1621,0.199793
1460,1582,51.6116
1460,1564,1.35358
1460,2135,14.534
1459,1927,14.8586
1459,1867,63.4734
1459,1780,2.38918
1459,1693,14.1314
1459,1525,28.8413
1459,1472,28.6705
1459,2175,0.0935298
1459,2022,20.5567
1458,1766,57.7036
1458,1733,2.74272
1458,1670,27.7632
1458,1652,82.7572
1458,1529,8.58183
3260,3480,21.6734
3260,3465,0.740084
3260,3540,14.8085
4089,4794,0.961517
4089,4185,4.53953
4089,4326,2.18045
4089,4531,25.5351
4089,5245,9.40983
4089,5234,7.58474
4089,4484,8.23928
4089,4563,21.5795
4089,4365,12.6874
4089,4210,1.91157
4089,4457,6.44593
4493,5296,12.1355
4493,4534,8.60325
4493,4809,9.15283
4493,4585,6.66808
4493,4768,26.147
3258,3478,24.9263
3258,3480,8.8914
3258,3442,13.0263
3258,3393,12.631
3258,3682,30.9937
3258,3465,13.3701
4386,4590,40.3418
4386,4488,0.0330979
4386,4573,15.279
2767,3478,0.433318
2767,3036,2.61179
2767,2962,0.22263
2767,2940,11.1594
2767,2937,15.0463
2767,2936,4.43423
2767,3355,11.376
2767,2808,3.88192
2767,3147,27.9014
2175,2494,30.3452
2175,2470,24.8242
2175,2428,17.8283
2175,2869,82.6625
2175,2255,20.006
2175,2606,12.5379
2175,2602,14.0433
536,825,5.96422
536,764,11.1753
536,704,11.833
536,699,33.6108
536,1258,0.0395414
536,1244,19.1976
536,1237,3.92926
3605,3783,24.802
3605,3738,6.4716
3605,5285,27.2122
3605,5272,3.08224
3605,3957,0.91649
3605,5261,7.17965
3605,3678,12.4896
3605,3901,12.3659
3605,4225,17.4413
3605,4048,12.7381
3605,4465,10.5235
3605,4039,22.5498
3605,3812,19.092
532,825,17.0422
4492,4763,64.4626
4492,4629,0.10567
4492,4652,2.1912
4492,4585,1.25103
4492,4501,5.58555
4770,4797,5.01947
2763,3006,1.89036
2763,2983,7.63803
2763,3323,48.0816
2763,3163,13.413
530,1012,11.0106
530,1011,23.4937
530,825,6.04668
530,802,0.0698651
530,764,22.0407
530,631,5.52429
530,536,34.2735
530,1237,9.27836
528,1056,5.84703
528,1041,15.0169
528,898,39.2242
528,804,27.9979
528,802,2.59846
528,761,7.38172
528,698,26.5419
528,697,16.3881
1447,1795,14.0851
1447,1769,10.389
1447,1624,33.5142
1447,1585,13.5255
1447,1584,8.65333
2762,3473,2.68933
2762,3033,2.19556
2762,2959,9.68175
2762,2931,65.4754
2762,3371,45.7776
2762,2898,42.8689
2762,3617,24.8097
2762,3567,0.880337
2762,3190,42.646
1443,1824,3.79287
1443,1672,12.0855
1443,1655,52.8387
1443,1580,52.4772
1443,2229,14.5123
1443,2054,11.3591
1443,1998,19.9885
1443,1997,6.31923
1443,1954,12.2929
524,1012,25.5425
524,1011,3.85873
524,825,4.66361
524,631,45.124
524,532,4.40065
524,530,29.8723
1442,1881,12.6987
1442,1581,60.2112
1442,1502,48.8461
1442,2032,25.536
3603,3790,0.415803
3603,4152,0.0323024
3603,4121,52.9935
3603,3918,3.19291
3603,3860,6.35707
3250,3485,7.17645
3250,3459,21.4935
3250,3777,39.8135
3250,3760,10.5317
3250,3402,14.65
3250,3317,11.1765
3250,3917,0.0601767
3250,3582,20.0119
3250,3821,0.956741
3248,3428,8.01341
3248,3760,0.0817119
3248,5232,10.4223
3248,3583,1.95549
3248,3532,69.9514
2164,2556,6.23769
2164,2439,9.83689
2164,2438,26.259
2164,2430,41.2789
2164,2940,14.5414
2164,2374,10.3555
2164,2752,10.7919
517,1096,17.469
517,1037,31.7308
517,1036,33.6648
517,802,19.739
517,800,14.3042
517,688,3.01329
3601,3735,24.0245
3601,3733,5.08034
3601,3897,69.9719
2162,2294,7.59354
2162,2640,31.9427
2161,2446,24.0639
2161,2392,14.5315
2161,2341,20.1531
2161,2672,14.0092
2161,2660,0.464457
1431,1884,39.1799
1431,1825,3.27664
1431,1754,1.22103
1431,1726,2.4386
1431,1724,13.8481
1431,1697,13.9989
1431,1642,20.0608
1431,1623,10.7878
1431,2037,1.88093
1430,1895,12.9501
1430,1681,4.54809
1430,1624,15.7072
1430,1621,23.8694
1430,1588,23.4182
1430,1565,36.0479
1430,2075,0.0586115
1430,2039,26.9053
1430,2036,8.97809
512,1052,28.8264
512,966,20.5376
512,822,26.1383
512,799,2.16626
512,686,36.469
3626,3767,6.88491
3626,3741,36.2159
3626,4307,9.76463
3626,4111,19.2271
1428,1910,31.5918
1428,1891,3.7148
1428,1883,35.573
1428,1753,0.323589
1428,1695,5.08955
1428,1621,2.1069
1428,1533,58.936
1428,1460,60.369
1428,2135,14.2341
1428,1955,2.77277
4488,4545,5.67455
4488,4813,17.7713
4488,4573,9.7798
507,1146,0.0188609
507,1051,19.3684
507,1009,32.649
507,992,16.1013
507,823,7.2815
507,797,15.5786
507,690,13.5387
507,683,9.89589
507,623,14.4353
507,619,4.37468
507,1221,0.918136
1426,1940,24.531
1426,1733,23.2471
1426,1634,47.7033
1426,1653,12.0196
1426,1577,42.8436
1426,1984,3.8778
505,1110,15.8198
505,992,29.2709
505,934,16.6294
505,836,23.8431
505,690,13.6907
505,683,13.1487
505,622,35.4745
505,507,6.01407
4686,4727,4.54553
4573,4853,17.0617
4484,4514,7.44569
4484,5234,0.106757
4484,4856,19.3855
4484,4563,88.9463
4484,4631,9.86966
499,1144,28.7468
499,990,65.8364
499,896,12.1913
499,621,14.4405
499,1314,11.3907
2754,3083,9.01685
2754,3044,14.3583
2754,2996,19.7189
2754,2904,14.6521
2752,3068,2.93287
2752,2966,19.4288
2752,2962,19.1812
2752,2940,18.085
2752,3232,26.3319
2751,3068,12.615
2751,3463,15.9522
2751,2985,13.1195
2751,2966,12.5874
2751,2752,29.1688
2751,3232,12.8298
3877,4545,22.2426
3877,4813,0.995424
3877,4157,16.9446
3877,4095,6.81403
3877,4488,15.8832
3877,4237,11.9807
3877,4030,60.2258
493,1083,31.3268
493,932,9.07746
493,887,18.2903
493,854,14.6599
493,793,15.8371
493,745,11.1701
493,744,18.4727
493,679,20.4779
2748,3032,20.0901
2748,3430,14.5575
2748,2931,30.6227
2748,2831,39.6165
2748,3566,64.2797
2748,3190,8.19483
490,930,9.76673
490,915,0.0682629
490,872,19.4042
490,835,3.0507
490,610,11.8493
4247,4446,0.805205
4247,4307,3.48055
4247,4738,8.22952
4247,4277,0.0660192
4247,4773,0.231892
4247,4261,35.6587
4247,4570,3.8902
4247,4638,55.1198
4483,4532,10.7686
4483,4611,1.63728
3592,4203,14.4656
3592,3797,9.81055
3592,3783,18.0869
3592,4189,34.0391
3592,5289,7.9396
3592,4173,10.7945
3592,5285,8.09605
3592,5272,19.7446
3592,4157,7.14462
3592,4518,0.308336
3592,3679,40.7252
3592,4224,8.46756
3592,4030,9.96993
3591,3957,7.16034
3591,4413,11.6112
3591,4262,8.31007
3591,3901,11.7304
3591,3900,34.904
3591,4374,21.4952
3591,3847,10.7442
3591,4046,16.1554
3591,4636,0.0409503
3591,4039,13.2555
4244,5312,38.4343
4244,5308,5.5361
4244,4517,9.77096
4244,4736,22.0904
4244,4565,10.5545
3232,3478,1.64904
3232,3463,11.176
3232,3783,6.41942
3232,3455,3.50312
3232,3433,62.2372
3232,3355,4.35011
3232,3351,1.98278
3232,3679,7.24954
3232,3625,1.76179
1409,1827,19.482
1409,1826,20.8847
1409,1976,35.7357
3588,3971,16.0168
3588,3696,8.25155
3588,3601,20.7276
3588,4370,1.66112
3588,3847,7.54739
3588,4211,3.75424
3587,4185,10.5229
3587,3733,53.9097
3587,3967,15.1465
3587,3956,33.3329
3587,4306,4.56893
3587,4140,27.6209
3587,3897,6.05601
3587,4089,0.908192
3587,3601,12.6209
3587,3845,18.4865
3587,4365,17.3411
3228,3415,5.10668
3228,3591,2.23232
4768,4872,2.2008
4768,5296,9.95923
4768,4809,9.28338
4768,4830,7.13985
2136,2552,7.46013
2136,2393,2.99834
2136,2874,1.25003
2136,2202,16.1762
2136,2638,53.7724
2135,2551,23.9072
2135,2429,15.0436
2135,2898,1.66499
2135,2762,1.92172
2135,2733,38.9362
2135,2635,7.65912
2135,2606,24.5873
1402,1766,23.3823
1402,1691,68.1834
1402,1670,14.9791
1402,2224,15.375
1402,1458,21.0281
1402,2072,17.4516
2134,2514,49.69
2134,2369,5.46652
2134,2367,18.6226
2134,2191,14.4305
2134,2189,2.65103
2134,2583,0.803374
4727,4807,23.4706
2733,3473,14.6383
2733,2959,7.62032
2733,2933,64.3821
2733,3371,21.4588
2733,2898,12.4817
2733,3347,3.26349
2733,2860,17.111
2733,3666,0.0355991
2733,2762,23.6993
4570,4738,43.4587
3224,3449,15.2582
3224,3440,8.62694
3224,3696,15.5822
3224,3588,51.9716
3224,3536,4.86235
1394,1825,44.6318
1394,1826,4.05094
1394,1726,8.47131
1394,1697,12.6288
1394,1431,11.2404
1394,1409,24.2661
1394,1976,5.32468
4641,4853,2.65949
4641,4700,5.87643
4073,4544,12.5458
4073,4125,0.042197
4073,4736,0.969095
4073,4277,0.50231
4073,4244,10.2834
1392,1794,23.9067
1392,1733,10.5713
1392,1719,0.38268
1392,1616,9.18188
1392,1594,4.1111
1392,1577,5.37369
1392,1544,42.8337
1392,1426,7.84003
3222,3790,41.1926
3222,4001,5.90482
3222,3402,9.49087
3222,3344,16.912
3222,3603,21.4182
3222,3860,3.46081
3583,3760,0.063076
3583,3735,34.5374
3583,3733,64.5753
3583,5234,13.4153
3583,3896,14.6061
3583,4089,10.9108
3583,3859,9.76162
3583,4057,63.058
3583,4210,0.66207
2125,2552,42.7856
2125,2393,3.31505
2125,2933,0.0884163
2125,2860,7.019
2125,2136,21.561
2125,2135,18.8475
2125,2733,17.2169
2125,2606,5.6845
2124,2516,32.4371
2124,2428,5.12475
2124,2422,13.1484
2124,2382,11.3253
2124,2356,30.8026
2124,2872,53.4764
2124,2229,11.0227
2124,2228,27.7627
2124,2202,19.2438
2124,2724,0.159021
2124,2693,14.1018
2124,2633,16.1748
3582,3790,0.0976157
3582,4198,35.5424
3582,3777,55.4735
3582,3760,36.3482
3582,3715,6.35189
3582,3583,25.3638
3582,3859,6.91542
3582,4057,9.07145
1385,1928,33.2239
1385,1827,7.07042
1385,1825,0.925866
1385,1826,14.0194
1385,1588,5.94733
1385,1565,48.6028
1385,1430,5.8635
1385,1409,36.9655
1385,1394,12.6501
4767,4849,11.868
2724,3034,14.4201
2724,2993,12.554
2724,2899,18.6875
2724,2825,10.1407
2724,3228,12.9813
2724,3165,19.6027
2724,3145,1.77672
4071,4553,59.3467
4071,4318,2.30681
4071,4141,7.98365
4071,4686,13.8945
4071,4727,6.13476
4071,4371,0.154212
4071,4368,15.5799
4071,4633,4.5497
4071,4212,7.27844
4071,4210,16.0248
4070,4629,5.09412
4070,4170,28.4573
4070,4306,17.4633
4070,4585,42.2922
4070,4396,4.21058
4070,4258,11.8484
4070,4493,6.55138
4070,4370,3.30781
4070,4683,32.4405
4070,4461,3.50998
4070,4211,22.1096
4070,4631,3.76844
4237,4545,28.4008
4237,4488,6.09491
4237,4573,47.6339
4237,4466,16.414
4567,4763,2.38267
4567,4605,8.28893
4567,4809,2.44265
4567,4585,11.1357
4567,4635,5.02154
4567,4634,28.5821
2719,3459,8.04587
2719,2927,12.8812
2719,3098,17.06
4374,4875,15.3225
4374,4872,41.144
4374,4413,6.13005
4374,4580,3.65141
4374,4770,7.23156
4374,4566,27.4053
4374,4830,7.15879
4374,4636,26.2021
2113,2552,11.0625
2113,2551,10.4095
2113,2522,55.2059
2113,2933,0.41752
2113,2372,2.7671
2113,2135,12.5697
2113,2733,5.30352
2113,2125,21.8026
3864,4014,9.56076
3864,4446,9.23833
3864,4125,30.2072
3864,4277,35.4336
3864,4695,0.34516
3864,4261,14.5709
3864,4247,8.58538
3864,4064,8.16528
3864,4638,2.5208
3864,4041,3.42512
3864,4026,6.70535
1373,1928,2.97805
1373,1825,6.43825
1373,1744,64.6996
1373,1726,36.8033
1373,1565,16.5158
1373,1533,6.09165
1373,1394,32.8241
1373,1385,20.2689
4566,4872,37.2806
4566,4580,12.4372
4566,4768,14.2548
4566,4830,16.5373
1371,1695,0.395973
1371,1621,57.1712
1371,1565,10.2239
1371,1533,12.2207
1371,1460,13.2421
1371,1430,11.0408
1371,1428,9.19682
2111,2993,0.225155
2111,2446,18.1757
2111,2383,16.3951
2111,2356,26.6438
2111,2825,5.59595
2111,2229,8.09931
2111,2204,5.60612
2111,2724,13.5048
2111,2660,9.38921
2110,2369,47.1953
2110,2134,20.8743
1368,1794,10.328
1368,1733,59.6873
1368,1719,21.4454
1368,1652,17.2581
1368,1634,2.51302
1368,1458,26.8803
1368,1426,2.04366
1368,1392,35.5039
1368,2016,12.6055
1368,2014,2.22867
4565,5312,48.1417
4565,4652,0.10186
4565,4767,22.5092
3861,4329,37.6757
3861,3985,14.5824
3861,4172,0.0905946
3861,4170,3.0003
3861,3970,7.6007
3861,4287,33.7462
3861,4652,1.04135
3861,4501,0.335438
3861,3898,12.9429
3861,4492,18.5857
3568,4125,8.86595
3568,3652,12.7439
3568,3864,1.15174
3568,4026,7.38657
3567,3794,6.73423
3567,5312,41.2684
