Cell, Cell, Area (µm²)
3982,4151,48.4865
3982,4514,23.4828
3982,5234,5.53377
3982,5232,18.4718
3982,4258,9.27584
3982,4058,4.43439
930,1095,2.0307
2430,2988,0.302338
2430,2439,6.16803
2430,2966,8.34758
2430,2940,23.9645
2430,2752,0.604261
4172,4203,1.88909
4172,4329,11.8345
4172,4173,26.2658
4172,4287,25.6761
4172,4567,4.91307
4172,4224,12.3272
4172,4635,3.65357
4172,4634,43.5796
4172,4353,41.1215
2422,2516,8.11232
2422,3034,5.89626
2422,3004,19.8178
2422,2895,18.1591
2422,2872,3.86718
2422,3224,10.7428
2422,2709,15.2848
2422,2693,10.6311
2422,3153,4.898
1769,1895,3.6815
1769,1885,39.932
1769,1795,23.4726
1769,2077,11.7953
1769,2078,14.2483
3739,4331,16.3704
3739,4095,28.17
3739,4051,3.40026
3739,3812,8.9691
2966,3433,11.8916
2966,2988,8.23004
2966,3739,11.8407
2966,3393,9.31486
2966,3232,2.93676
1766,2465,0.0636503
1766,2437,2.32289
1766,2381,76.5742
1766,2253,43.5228
1766,2235,36.774
1766,2224,49.5986
1766,2072,7.18371
1766,2023,23.5721
1766,1952,26.1452
920,1039,12.6411
920,1300,11.0961
919,1052,9.30568
919,969,2.58868
919,936,14.2728
919,1598,0.0624964
919,1277,14.751
919,1254,23.7057
919,1222,2.79503
919,1196,32.674
3738,3901,14.5636
3738,4048,19.0499
3738,4465,4.75817
3737,3794,12.4093
3737,4014,48.7245
3737,4002,31.4237
3737,5308,2.58265
3737,4029,6.40133
2416,2524,29.6405
2416,2905,26.4244
2416,2807,17.6673
2416,2699,3.56493
2416,2609,16.9358
2416,2586,18.4748
2962,3478,4.14496
2962,3068,10.0987
2962,3455,11.625
2962,3355,1.18676
2962,3351,14.0502
2962,3679,18.6857
2962,3232,41.6788
3402,3790,26.3092
3402,3777,17.7328
3402,3917,0.120578
3402,3582,8.82642
4170,4763,0.200411
4170,4329,17.5325
4170,4585,39.6165
4170,4396,6.70726
4170,4492,12.6354
4170,4567,3.9624
4170,4461,6.28778
4169,4626,9.40691
4169,4317,1.54632
4169,4316,0.30279
4169,4806,6.43806
4169,4284,12.0014
4169,4500,11.5517
2959,3473,55.0357
2959,3032,13.9852
2959,3346,5.19876
2959,3319,11.0532
2959,3861,0.0497857
2959,3537,8.62421
3735,3967,18.4805
3735,3897,31.1149
3735,3896,32.5968
3735,4089,0.0334672
3735,4210,15.6269
1756,1841,15.5073
1756,1827,20.7375
1756,2246,13.993
1756,2230,14.4342
1756,2207,7.09824
1754,1884,8.3226
1754,2162,36.9566
1754,2090,14.8024
1753,1910,51.0339
1753,1891,1.43002
1753,2065,4.20691
915,1095,0.583176
915,977,1.74417
915,930,2.09154
4531,4794,7.96002
4531,4807,10.6999
4531,5254,2.48285
4531,5245,12.3416
4531,4563,29.7512
4319,4875,16.2014
4319,4427,24.5006
4319,4413,3.66387
4319,4580,14.7807
4319,4374,17.7746
4319,4566,2.42854
4319,4636,7.87791
4319,4633,18.1946
3733,4185,12.0974
3733,3735,26.5275
3733,3967,10.1328
3733,5234,12.9475
3733,5232,25.3608
3733,3897,0.0573691
3733,4089,47.2197
3733,3845,40.7068
2403,2551,22.5263
2403,2522,12.7181
2403,2984,13.8433
2403,2851,12.185
2403,2807,5.63459
2403,2609,36.7606
4318,4553,15.8699
4318,4807,9.4483
4318,4727,10.5768
4318,4680,22.2089
4318,4457,7.25552
4318,4628,12.9764
3971,5296,10.8116
3971,5289,2.4645
3971,4154,55.4265
3971,4370,0.282555
3971,4211,13.9783
3971,4023,18.2608
2400,2482,14.195
2400,2926,21.8603
2400,2848,26.5247
2400,2830,2.30024
2400,2824,9.11354
2400,3248,60.0707
3393,3478,1.47347
3393,3433,10.5722
3393,3739,29.8595
3393,3682,2.20039
3393,3625,30.9802
3393,4051,18.204
898,1088,9.35715
898,1056,15.0784
898,1041,11.8524
898,1038,10.1992
898,1394,13.0692
898,1385,23.37
898,1373,43.6105
897,1130,6.28091
897,991,18.3299
897,934,3.79052
896,1144,9.5269
896,1130,32.5002
896,1084,0.208253
896,991,45.3211
896,990,8.83677
896,934,3.16563
896,897,44.4728
896,1529,83.946
896,1458,8.4426
896,1314,1.9991
896,1242,12.1853
1744,1928,2.76466
1744,1883,27.555
1744,1881,20.9842
1744,2403,16.6531
1744,2292,13.3595
1744,2217,30.2928
1744,2206,27.19
1744,2074,32.6181
1744,2033,24.2682
1744,1955,12.8432
3391,3797,64.0507
3391,3473,18.279
3391,5272,27.1532
3391,3666,0.737744
3391,3592,1.83382
3391,3547,5.54391
3391,3828,12.63
3391,3489,5.28237
3388,3790,8.41702
3388,3777,2.63133
3388,4001,14.1744
3388,3402,29.4393
3388,3917,37.5714
3388,3821,0.0918298
3388,4036,6.87572
3970,4203,2.89128
3970,4329,19.8131
3970,4173,11.6101
3970,4172,22.625
3970,4170,17.1055
3970,4567,34.235
3970,4634,1.24523
3970,4461,4.05127
889,1098,25.6991
889,1096,28.3427
889,995,22.7198
889,936,15.2179
889,1460,0.930703
889,1222,20.8951
4317,4531,10.1547
4317,4318,12.7786
4317,4807,3.56018
4317,5245,0.636398
4317,4500,7.07318
4317,4628,4.59942
887,1145,31.6424
887,1083,17.159
887,1486,0.763784
887,1171,12.4727
2393,2556,26.5835
2393,2552,18.9854
2393,2936,8.23743
2393,2638,31.6949
2392,2985,1.77697
2392,2439,2.46203
2392,2751,15.1093
2392,2672,21.2177
3967,4794,6.46358
3967,4807,0.99576
3967,4140,16.6181
3967,4089,11.7098
3967,4686,6.31499
3967,4727,39.9467
3967,4071,8.52665
3967,4368,11.5814
3967,4365,41.891
3967,4210,28.5565
3967,4457,20.7538
4316,4627,8.44554
4316,4626,29.1454
4316,4611,8.30833
4316,4483,8.84065
3392,3699,1.84181
3392,3681,0.550091
3392,3669,2.56222
3392,3921,10.7476
3392,3652,1.20507
3392,3568,3.41121
3392,3832,5.20443
4611,4627,19.2528
2940,3036,8.67882
2940,3433,4.12607
2940,2988,37.07
2940,2966,15.7513
2940,3393,7.00744
2940,3355,3.32812
2940,3232,6.85638
2940,3147,20.6312
5285,5296,11.917
5285,5289,24.8815
4427,4875,13.8307
4427,4636,8.27898
4427,4633,6.23805
2937,3081,9.2415
2937,3478,8.5585
2937,3351,12.6228
2937,3347,9.35618
2937,3667,11.8511
2937,3197,8.36856
2937,3851,16.9384
2937,3170,62.2776
2937,3147,9.30691
2937,3517,13.5146
1733,1940,11.5122
1733,1794,37.1363
1733,2318,16.2757
1733,2289,3.24813
1733,2212,10.0135
1733,2089,1.28382
1733,2031,18.2516
1733,2016,7.55544
1733,2014,33.6373
1733,1984,6.08111
1733,1967,15.0214
1733,1966,12.5619
2936,3081,16.8401
2936,3478,5.58403
2936,2962,5.3769
2936,2937,36.8721
2936,3351,33.5918
2936,3517,0.682626
2383,2520,6.39567
2383,2899,4.83888
2383,2825,28.3099
2383,2724,6.73619
2383,2660,7.46773
2382,3034,4.22523
2382,2496,46.6164
2382,3004,0.0877903
2382,2422,18.9296
2382,2724,3.35198
2382,2693,15.5972
2381,3063,3.8835
2381,2515,31.4
2381,2437,21.5389
2381,3188,4.34658
2381,3183,10.6379
2381,2631,103.194
2381,2630,47.4822
1726,1928,5.28946
1726,1825,54.6946
1726,1744,52.4416
1726,2292,2.24348
1726,2273,11.1489
1726,2206,26.0681
1726,2033,4.37474
872,1095,31.5705
872,1084,15.6183
872,977,0.207594
872,930,1.10205
872,1169,22.1998
1725,1869,9.23427
1725,1840,7.69847
1725,2341,4.66454
1725,2136,41.5067
1725,2066,1.37031
1725,2638,17.2813
1724,1884,40.9919
1724,1881,6.85966
1724,1825,5.94989
1724,1744,5.79503
1724,1726,28.0509
1724,2273,33.3084
1724,2037,3.54017
1724,2033,80.9683
873,995,7.14722
5272,5289,22.8674
5272,5285,13.841
4813,4909,12.155
2933,3081,64.8533
2933,3797,3.43782
2933,3473,10.2377
2933,3391,16.408
2933,3371,2.6749
2933,3347,19.3051
2933,3666,22.3602
1719,1907,31.4355
1719,1879,0.731209
1719,2317,0.770594
1719,2062,35.0099
1719,2016,13.8844
1719,2014,17.3655
2931,3473,0.921359
2931,3032,58.1512
2931,2959,23.6637
2931,3898,14.5884
2931,3617,72.4663
2931,3566,29.4999
2931,3190,28.2941
2931,3537,36.2461
2374,3036,28.5449
2374,2988,12.5023
2374,2438,24.9313
2374,2430,16.2057
2374,2940,12.96
2374,2809,14.3045
2374,2808,12.5271
2374,3260,0.64086
2372,2556,26.2514
2372,2552,1.98766
2372,2522,29.8752
2372,2438,5.47027
2372,2393,17.6339
2372,2937,10.7632
2372,2936,0.521194
2372,2767,7.68688
2372,2586,16.0015
3715,4198,1.50254
3715,3777,4.06607
3715,3760,58.9426
3715,4169,25.0424
3715,4316,19.8848
3715,4284,0.291965
3715,4056,6.92174
3715,3821,1.93296
2369,2514,41.59
2369,2763,0.0393131
2369,2604,15.4815
4158,4545,0.962317
4158,4505,22.4273
4158,4570,18.2094
4158,4237,8.44451
4158,4466,28.8808
4157,4545,17.8773
4157,4173,2.32448
4157,4518,24.4246
4157,4505,15.7601
4157,4224,32.7376
2367,2547,13.3366
2367,2514,25.417
2367,2496,6.8984
2367,2495,36.7879
2367,3007,0.659994
2367,2583,19.7256
854,978,26.5899
854,932,30.9452
3957,5296,8.49445
3957,5289,0.158358
3957,3971,13.8315
3957,5285,8.70412
3957,4154,17.1186
3957,4412,14.5764
3957,4566,0.0233505
3957,4046,30.1759
3957,4039,39.3815
2927,3459,21.982
2927,3016,6.53739
2927,2978,7.70098
2927,3402,16.0294
2927,3250,54.9958
2927,3099,3.17174
2927,3098,11.7831
2926,3760,59.9389
2926,2978,5.9168
2926,3317,2.06861
2926,3248,17.086
2926,3532,1.44206
3374,3475,15.9985
3374,3751,12.6321
3374,3699,9.30164
3374,3551,6.00723
3374,3518,1.64683
3373,3475,31.9399
3373,3794,2.34059
3373,3737,59.1251
3373,3667,0.872442
3373,3619,0.468732
3956,4306,41.9192
3956,4140,3.83494
3956,4258,1.48572
3956,4070,21.2476
3956,4058,15.0429
3956,4211,3.93818
2923,3063,21.9567
2923,3316,41.9387
2923,3183,2.07037
846,1088,12.9259
846,1078,6.58867
846,1053,10.3651
846,1038,29.9131
846,1724,4.7282
846,1599,0.483606
846,1291,68.151
846,1234,15.1458
3371,3473,17.6919
3371,3794,60.2574
3371,3985,28.5625
3371,4155,0.318383
3371,3666,15.2011
3371,3617,27.6727
3371,3567,3.65156
4155,4543,7.95727
4155,5312,22.1621
4155,4849,6.80811
4155,4172,16.1311
4155,4517,9.04415
4155,4287,38.0677
4155,4652,20.8655
4155,4767,54.553
4155,4565,6.68447
4155,4634,3.98683
4155,4353,8.65631
1697,1884,15.6596
1697,1825,35.2099
1697,2294,14.8505
1697,2193,11.7439
1697,2037,13.0475
4154,5296,8.34167
4154,4534,48.3634
4154,4412,8.77064
4154,4493,14.6373
4154,4768,5.73678
4154,4566,8.75248
4154,4370,1.48057
4154,4212,9.22687
4154,4211,4.31869
1695,1883,17.1543
1695,1725,6.35969
1695,2136,8.81261
1695,2135,26.9591
1695,2125,36.744
1695,2113,25.2164
1695,2066,11.7778
1695,2036,10.9054
3953,4151,19.6245
3953,4501,45.6294
3953,4396,4.13327
3953,4058,13.7815
1693,1927,12.4778
1693,1867,61.8481
1693,2253,21.9708
1693,2023,3.13874
836,1112,6.57279
836,1110,19.8691
836,1086,14.2118
836,992,4.74694
836,935,5.68051
836,934,18.7063
836,1243,41.4175
835,1095,4.53166
835,1084,0.278843
835,977,23.4173
835,930,1.8943
835,915,10.0142
835,872,27.1263
2356,2521,8.81599
2356,2993,53.4286
2356,2446,15.3959
2356,5261,0.138366
2356,2872,15.0816
2356,2825,0.124771
2356,2724,8.94915
2356,2693,3.49324
2356,2660,10.4677
2356,2633,17.8127
1691,2544,0.72366
1691,1867,33.2614
1691,2465,101.141
1691,1766,14.8342
1691,1693,16.9289
1691,2253,17.7648
1691,2224,30.6643
1691,2022,16.07
2354,2512,6.72074
2354,2669,15.7896
2354,2629,59.4773
2354,2601,22.2871
4307,4448,10.4453
4307,4446,7.08396
4307,4812,12.0084
4307,4776,26.5704
4307,4773,38.6378
4307,4638,0.537318
4307,4355,4.53652
4152,4200,6.85863
4152,4611,2.5898
4152,4576,44.097
4151,4629,4.47089
4151,4501,21.3191
4151,4396,4.98454
4151,4258,12.2525
4306,4370,0.557936
4306,4365,1.99452
4306,4631,46.4386
2348,2523,26.8287
2348,2439,22.3077
2348,2392,9.01451
2348,2752,8.33584
2348,2751,7.81531
2348,2638,0.115617
825,1012,25.0856
825,1244,9.95208
825,1237,10.2875
825,1188,25.9436
823,1097,20.3001
823,1009,17.7895
823,935,3.81895
822,1052,11.2192
822,995,17.9517
822,966,40.3127
822,936,27.3284
822,919,16.7478
822,889,14.8241
822,1460,0.104964
822,1254,15.2136
822,1222,60.6632
822,1220,14.853
3699,4446,0.0409705
3699,3751,12.0181
3699,3864,13.0098
3699,4064,19.9718
3699,3832,5.8322
3699,4041,22.2103
1681,1840,4.59132
1681,2393,20.9365
1681,1725,12.1016
1681,1695,13.9303
1681,2136,10.3203
1681,2125,5.0094
1681,2036,47.2701
1681,2638,15.5716
1681,1958,19.7806
3697,4013,35.1126
3697,4614,1.05755
3697,3984,3.26127
3697,4427,10.206
3697,4275,13.0456
3697,4371,19.1882
3697,4062,6.16965
1679,2369,9.38535
1679,2191,16.5544
1679,2134,21.3733
1679,2110,21.1068
1678,2110,35.4433
1678,2050,8.25734
3696,5289,2.86102
3696,3971,54.4957
3696,5272,4.11825
3696,5261,49.0562
3696,3847,0.436444
3696,4023,0.146947
4304,4626,17.7363
4304,4316,53.4527
4304,4483,7.81043
2341,3068,7.91623
2341,2523,25.9073
2341,2521,38.4861
2341,2446,18.0155
2341,2392,21.3573
2341,2348,10.1934
2341,2751,4.71545
2341,2672,28.2701
2341,2659,9.50989
2341,2638,40.8572
1674,2520,0.925869
1674,1824,4.17295
1674,1679,4.08994
1674,2191,18.21
1674,2054,12.1483
1674,1998,22.5375
1672,1940,7.71838
1672,2226,46.7029
1672,2189,19.1045
1672,1998,24.0919
1672,1984,11.0624
1672,1954,22.842
1670,1766,66.756
1670,1693,64.3363
1670,1691,34.1938
1670,2253,28.1068
1670,2023,2.56491
804,1041,27.2677
804,1037,37.1372
804,898,26.6375
804,1565,13.5962
804,1533,20.9637
804,1385,1.97099
804,1373,33.9053
804,1371,23.3185
3355,3478,16.8649
3355,3433,1.27051
3355,3625,3.708
2905,3092,37.7404
2905,3010,0.100331
2905,3170,17.741
2905,3168,21.574
2904,3083,9.48689
2904,3044,35.8767
2904,3332,19.603
802,1098,17.5478
802,1096,19.8505
802,1041,23.6694
802,1037,33.5022
802,1011,31.7023
802,889,24.6814
802,804,29.0963
802,1460,0.535197
802,1371,37.8075
5261,5289,10.4465
5261,5285,3.64263
5261,5272,21.7362
800,1078,17.1739
800,1037,0.682096
800,1036,49.0833
800,846,77.7537
800,1291,25.1008
800,1290,65.2103
799,1086,11.9326
799,1052,42.417
799,934,40.1266
799,919,11.2361
799,836,21.9574
799,1298,32.1367
799,1277,16.0091
799,1254,10.5907
799,1243,1.4004
4605,5296,4.23697
4605,5285,0.72609
4605,4655,39.5649
4605,4691,3.95794
4605,4635,34.1001
797,1051,10.3104
797,1009,1.65792
797,1221,34.6195
2902,3044,6.5628
2902,2904,10.3718
2902,3681,0.0520644
2902,3332,17.3203
2902,3115,33.7556
2899,3476,20.943
2899,2983,5.3455
2899,3326,16.3199
2899,3228,3.85075
2899,3165,5.13994
2899,3145,30.8529
793,1083,10.8893
793,1026,17.2042
793,887,51.4265
793,1272,0.408448
793,1171,7.8782
2898,3371,27.8845
2898,3347,0.244925
2898,3325,85.7917
3352,3374,28.2735
3352,3699,14.1996
790,1095,3.07059
790,1084,52.7114
790,1002,4.43053
790,991,0.926695
790,978,23.4843
790,932,9.21925
790,872,27.3998
790,854,16.5574
790,1458,36.9676
790,1368,40.7494
790,1326,8.6133
790,1169,15.8371
3351,3478,16.0771
3351,3433,0.723295
3351,3679,39.0683
3351,3877,17.659
3351,3851,7.53945
3351,3517,24.7852
2895,3449,14.8273
2895,3696,19.7383
2895,3224,49.1589
2895,3153,8.2464
2895,3536,0.0418152
4806,5254,40.1028
4518,4909,17.9783
4518,4545,4.65332
4518,4813,7.61955
4518,4605,15.9464
4518,4635,32.0885
1655,1824,14.0936
1655,1674,54.4837
1655,2054,11.1903
1655,1998,29.6095
4141,4553,0.632578
4141,4319,22.6603
4141,4427,4.91585
4141,4371,28.3656
4141,4633,40.8971
4141,4212,15.1482
1652,1907,20.2254
1652,1766,55.3214
1652,2400,0.292667
1652,1733,31.2412
1652,1719,2.35965
1652,2304,0.056055
1652,2235,102.125
1652,2212,11.3511
1652,2072,13.7563
1652,2031,10.8052
1652,2016,27.8332
1652,1967,4.78932
1652,1952,22.7887
2325,2545,18.6462
2325,2496,12.616
2325,2495,28.8945
2325,3004,50.0099
2325,2422,57.6779
2325,2382,10.1215
2325,2367,4.78917
2325,2858,8.32168
2325,2709,5.41929
2325,3153,7.82992
2325,2583,0.136447
3347,3794,27.0063
3347,3373,2.93556
3347,3371,14.9761
3347,3667,50.8047
3347,3666,15.8524
3347,4047,24.489
3347,3517,11.2178
3346,3473,8.59032
3346,3391,8.33796
3346,3489,41.2018
3345,3472,4.84783
3345,3415,17.6358
3345,3918,72.5144
3345,3900,7.79003
3345,3897,2.60955
3345,3601,2.2125
3345,3504,11.9257
3345,3490,23.1937
3344,3472,4.21488
3344,3345,10.9581
3344,3918,20.9459
3344,3603,32.4123
3344,3860,12.051
3344,3504,5.55098
4140,4306,18.7268
4140,4370,30.8359
4140,4368,15.2808
4140,4365,50.0453
4140,4211,11.3378
4140,4631,0.272624
1644,1827,17.125
1644,1756,37.8238
1644,2246,19.6469
1644,2207,1.67281
2318,2545,13.9571
2318,2543,12.688
2318,2858,21.1978
2318,2830,18.6625
2318,2824,7.78917
2318,2655,38.4427
1642,1884,48.3523
1642,1754,13.713
1642,1697,11.8416
1642,2294,12.564
1642,2162,7.29285
1641,1944,12.4245
1641,2161,14.06
1641,2035,19.6649
1639,2367,0.347441
1639,1679,35.0883
1639,1674,9.61271
1639,1672,8.76645
1639,1655,14.7767
1639,1653,5.50523
1639,2191,7.49644
1639,2189,3.80645
1639,2134,22.5302
1639,1998,26.2664
1638,1869,21.6882
1638,1780,41.4419
1638,2202,42.8102
1638,2066,10.5267
1637,1870,14.1371
1637,1869,9.97798
1637,2228,10.8644
1637,2124,36.6789
1637,1997,6.11384
1637,1954,41.1611
2317,2543,10.4506
2317,2400,39.9879
2317,2926,30.9888
2317,2830,0.515357
2317,2828,39.3219
1634,1940,2.48098
1634,1733,8.97143
1634,1672,12.0306
1634,1653,0.551486
1634,1984,20.6801
1634,1967,12.4468
1653,1940,18.0503
1653,1672,58.415
1653,2189,20.4139
4517,4543,11.3374
4517,5312,14.516
4517,5308,48.6795
4517,4940,5.51571
4517,4736,17.7448
4517,4767,15.4888
4517,4565,7.45919
4413,4427,15.5019
4413,4636,32.8675
4412,5296,35.8178
4412,5285,36.0685
4412,4605,3.94239
4412,4655,13.9974
4412,4691,29.2042
4412,4493,0.717338
4412,4768,34.8986
4412,4566,8.31651
4412,4830,28.0629
764,1132,13.4988
764,1041,31.818
764,1011,12.6415
764,802,2.80709
764,1430,0.658868
764,1244,6.48894
764,1237,11.5746
762,1039,9.55842
762,969,12.1367
762,920,26.2812
762,1300,13.6523
762,1196,6.83667
762,1160,13.6119
761,1038,30.3568
761,1037,21.0235
761,898,29.3966
761,1744,0.318581
761,846,23.7527
761,804,51.2912
761,800,27.7586
761,1533,4.87989
761,1373,37.4161
761,1291,16.7216
761,1290,17.4189
4655,5296,14.2024
4655,4809,13.869
4655,4768,6.98689
3682,3925,16.0713
3682,4265,23.4365
3682,4386,43.2192
3682,4488,0.275828
3682,4573,12.3445
3682,4237,17.0151
3682,4051,28.293
3681,3921,4.89937
3681,4248,28.6046
3681,4064,1.06173
3681,3832,13.2046
758,1086,6.29972
758,980,3.28212
758,969,9.84534
758,919,48.5551
758,799,9.19147
758,762,8.29923
758,1277,30.2802
758,1196,35.4688
758,1160,19.499
4514,5254,7.23089
4514,4563,11.7579
754,1129,75.9437
754,1078,40.2022
754,1036,1.44685
754,800,11.3235
754,1442,13.6107
754,1290,7.3615
1624,1895,48.957
1624,1795,6.47959
1624,1769,7.52665
1624,1681,23.0637
1624,2078,14.1665
1624,2036,10.764
1624,1958,26.5104
1623,1884,17.8844
1623,1754,29.1298
1623,1724,10.8823
1623,2090,21.8785
1622,1944,1.19207
1622,1942,32.9694
1622,1916,13.1937
1622,1641,45.9572
1622,2161,11.4742
1622,2035,6.91949
1621,1883,29.3798
1621,1695,23.8015
1621,1681,11.4425
1621,2113,14.8909
1621,2075,10.2005
1621,2039,4.504
1621,2036,20.4508
3332,3681,17.6346
3332,3669,23.9245
3679,3797,6.83396
3679,3783,7.46343
3679,4157,13.2846
3679,3877,20.0904
3679,4030,10.1827
2304,2545,54.1481
2304,2437,25.5544
2304,2422,12.154
2304,2381,6.1957
2304,2325,6.6166
2304,2849,9.40121
2304,2709,28.3079
2304,2631,14.9367
746,1002,36.797
746,932,8.89399
746,854,10.8246
746,790,19.9577
745,1002,10.4245
745,932,12.4873
745,854,5.68775
745,746,62.406
744,1083,18.1314
744,1002,2.76666
744,932,4.21534
744,745,46.7259
744,1348,31.1396
744,1232,33.9905
1618,1940,4.0772
1618,1838,17.7693
1618,1653,2.43911
1618,2213,4.55841
1618,2201,1.53357
1618,2089,28.5334
1618,2050,17.0952
1618,1966,6.28727
1616,1937,45.8277
1616,1879,14.2003
1616,1794,38.7382
1616,1719,4.21738
1616,2289,14.5943
1616,2288,0.607601
1616,2062,13.1342
1616,2014,7.97473
1616,1966,3.07782
3678,5289,3.63347
3678,3971,0.0385828
3678,5285,7.94538
3678,3957,60.5221
3678,3696,7.82567
3678,5261,47.8564
2874,3081,19.4246
2874,3797,1.1142
2874,3455,6.83393
2874,2962,18.2683
2874,3391,24.9133
2874,2936,15.0254
2874,5272,18.7807
2874,2933,9.9094
2874,3351,7.31892
2874,3679,34.5356
2874,3592,15.9675
2872,2993,5.45286
2872,3696,31.5311
2872,5261,7.09021
2872,2895,18.1849
2870,3449,66.7147
2870,3956,12.1721
2870,3696,21.1101
2870,2895,11.5662
2870,3346,7.18978
2870,3319,13.5164
2870,3188,9.39456
2870,3144,7.01782
2870,3505,19.2159
2870,3489,7.38669
2869,3032,35.9448
2869,2959,25.4792
2869,3346,24.2065
2869,2870,8.87139
2869,3319,69.6431
2869,3278,11.5685
1609,1942,61.9486
1609,1916,3.6773
1609,1870,5.08137
1609,1840,12.7689
1609,1622,38.8344
1608,1942,4.39419
1608,1824,28.4299
1608,2383,11.6502
1608,1641,0.0978147
1608,1622,16.9474
1608,2111,26.2475
1608,2054,7.60872
1608,2035,27.7489
1607,1869,14.7638
1607,1725,21.585
1607,1638,54.1472
1607,2202,20.8211
1607,2136,8.8148
1607,2066,14.7124
4700,4776,34.1524
4700,4773,6.21767
4287,4329,26.123
4287,4652,55.5247
4287,4634,9.73037
2296,2524,10.8673
2296,3044,4.74349
2296,2996,2.59661
2296,2754,8.23865
2296,2699,30.4388
2296,2679,3.23512
2296,2674,27.4207
2294,3044,41.6121
2294,2296,0.281731
2294,2640,1.16959
4286,4828,33.1006
4286,4614,15.1807
3326,3476,12.1984
3326,4013,1.44856
3326,3415,4.942
3326,3900,16.9473
3326,3591,8.72411
3326,4062,8.8863
3326,3490,12.9748
2292,3019,53.8803
2292,2403,10.5621
2292,2851,38.04
2292,2841,35.3189
2292,2674,0.42844
2292,2637,15.3883
2292,2609,11.1207
2292,3116,0.0737227
2292,2584,12.9916
1600,1942,3.83316
1600,1869,4.05428
1600,1840,19.8072
1600,1725,66.813
1600,1681,8.71595
1600,2341,10.0606
1600,1609,0.274655
1599,1884,5.37043
1599,1724,44.0256
1599,1623,29.2925
1599,2273,10.0816
1599,2192,39.5663
1599,2090,47.6854
1599,2033,30.8699
1599,2637,19.6427
1599,2584,28.3111
1598,1942,19.901
1598,1870,14.4368
1598,1869,73.5575
1598,1725,3.69862
1598,2341,0.787605
1598,1638,3.5319
1598,1609,12.8862
1598,1607,18.01
1598,1600,11.2298
1598,2204,5.05583
1596,2437,0.942979
1596,1637,14.2378
1596,2228,33.2596
1596,2023,22.3509
1596,1954,2.76478
1596,1952,26.6863
1595,1937,5.45508
1595,1838,55.5185
1595,1794,3.14685
1595,1618,22.7175
1595,1616,1.79866
1595,1966,9.85444
1594,1879,25.3033
1594,1719,29.4164
1594,1616,13.4681
1594,2062,0.815406
3325,3794,30.7284
3325,3737,23.3398
3325,3373,53.4773
3325,3371,17.8896
3325,3347,8.38549
3325,3619,1.38899
3325,3567,25.468
2289,2543,45.2234
2289,2318,7.54997
2289,2601,41.9533
2288,2543,1.56262
2288,2512,28.7887
2288,2317,7.13483
2288,2289,11.772
2288,2828,24.3582
2288,2601,15.0318
1588,1928,1.77473
1588,1895,8.53485
1588,1841,24.7741
1588,1827,18.9345
1588,1756,32.0889
1588,2230,17.0582
1588,2039,19.3543
1585,1944,2.59833
1585,1916,11.7953
1585,1840,9.31371
1585,1795,37.4008
1584,1840,54.5732
1584,1795,7.67914
1584,1681,17.4903
1584,1624,1.85793
1584,1600,35.6371
1584,1585,16.5883
1584,1958,8.57909
4125,4446,1.84602
4125,4277,29.4739
4125,4695,13.1212
4125,4556,18.4473
2860,3473,13.8808
2860,2959,15.4861
2860,3391,34.9151
2860,5272,2.17701
2860,2933,30.2954
2860,3346,23.0945
2860,2874,11.0953
2860,2869,8.76714
2860,3144,7.70233
1582,1891,5.84575
1582,1725,16.2308
1582,1695,42.3015
1582,1638,3.08154
1582,1607,15.0798
1582,2136,3.17327
1582,2135,4.77538
1582,2066,39.2007
1581,1881,4.85041
1581,1724,4.02669
1581,1599,33.5444
1581,2192,25.1321
1581,2033,7.35726
1581,2032,22.9614
1580,1942,3.9681
1580,1870,30.3858
1580,1824,2.2883
1580,1637,8.16995
1580,1622,3.06177
1580,1609,0.384901
1580,1608,24.6761
1580,2111,17.8638
1580,2054,8.45937
1580,1997,27.752
1580,1954,8.45839
3323,3472,20.521
3323,3697,15.5649
3323,3490,16.3911
1578,1940,1.7389
1578,2367,12.8334
1578,1679,1.20934
1578,1678,6.4767
1578,1639,18.5254
1578,1653,50.3177
1578,1618,10.0343
1578,2189,11.0013
1578,2134,26.574
1578,2110,12.221
1578,2089,7.52851
1578,2050,28.4027
1577,1940,14.4511
1577,1794,9.63713
1577,1733,11.7889
1577,1653,2.33524
1577,1618,41.2953
1577,1595,12.2001
1577,2089,3.91991
1577,1966,11.3452
3322,3472,24.9014
3322,3344,1.92847
3322,3323,11.9809
3322,3603,13.0251
2858,3007,0.243811
2858,3004,5.152
2858,3735,56.477
2858,3161,12.1913
2858,3153,15.4464
3321,3472,13.4309
3321,3323,0.0379166
3321,3322,38.1319
3321,4121,0.311217
3321,3603,6.17779
3669,3699,49.9378
3669,3681,47.1986
3669,4248,0.289633
3669,4064,27.3367
3669,3832,11.9437
3669,4041,2.40222
3319,3473,12.8216
3319,4170,7.09644
3319,3970,7.89905
3319,3346,27.5984
3319,3861,8.40274
3319,3537,30.7528
3319,3828,4.5777
3319,3824,13.915
3319,3505,59.3555
3319,3489,16.2786
704,1258,38.071
704,1244,1.20587
704,1224,5.68547
704,971,21.9299
703,1056,4.78858
703,1175,15.7796
703,971,19.8211
3317,3760,7.57574
3317,3402,0.167286
3317,3583,27.3885
3317,3582,62.1277
3317,3564,5.79905
3317,3859,0.702644
3317,3532,4.03422
