,time,sim_1,sim_2,sim_3,sim_4,sim_5,sim_6,sim_7,sim_8,sim_9,sim_10,sim_11,sim_12,sim_13,sim_14,sim_15,sim_16,sim_17,sim_18,sim_19,sim_20,sim_21,sim_22,sim_23,sim_24,sim_25,sim_26,sim_27,sim_28,sim_29,sim_30,sim_31,sim_32,sim_33,sim_34,sim_35,sim_36,sim_37,sim_38,sim_39,sim_40,sim_41,sim_42,sim_43,sim_44,sim_45,sim_46,sim_47,sim_48,sim_49,sim_50,mean,std,upper,lower
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,0.11723329425556858,0.11723329425556858,0.0,0.0,0.0,0.11723329425556858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11723329425556858,0.0,0.0,0.0,0.0,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.0,0.0,0.0,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.018757327080890975,0.043414776073742146,0.030791289046542887,0.006723365115239065
2,2,0.0,0.23446658851113716,0.11723329425556858,0.0,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.11723329425556858,0.0,0.0,0.0,0.11723329425556858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.0,0.23446658851113716,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.05627198124267291,0.07579104671904041,0.07728018757327079,0.035263774912075024
3,3,0.0,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.0,0.46893317702227433,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.0,0.11723329425556858,0.3516998827667057,0.0,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.0,0.23446658851113716,0.0,0.0,0.11723329425556858,0.0,0.23446658851113716,0.23446658851113716,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.3516998827667057,0.0,0.0,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.0,0.23446658851113716,0.0,0.3516998827667057,0.0,0.11723329425556858,0.11723329425556858,0.11488862837045721,0.11720936665163417,0.14737740725781395,0.08239984948310046
4,4,0.0,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.23446658851113716,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.46893317702227433,0.11723329425556858,0.23446658851113716,0.23446658851113716,0.0,0.11723329425556858,0.23446658851113716,0.3516998827667057,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.3516998827667057,0.0,0.0,0.11723329425556858,0.0,0.3516998827667057,0.3516998827667057,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.3516998827667057,0.0,0.0,0.23446658851113716,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.23446658851113716,0.0,0.0,0.23446658851113716,0.0,0.3516998827667057,0.0,0.11723329425556858,0.11723329425556858,0.14536928487690506,0.12433904668076093,0.17983431024200586,0.11090425951180427
5,5,0.0,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.3516998827667057,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.46893317702227433,0.23446658851113716,0.23446658851113716,0.23446658851113716,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.3516998827667057,0.11723329425556858,0.11723329425556858,0.0,0.3516998827667057,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.3516998827667057,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.46893317702227433,0.46893317702227433,0.11723329425556858,0.11723329425556858,0.3516998827667057,0.3516998827667057,0.0,0.0,0.23446658851113716,0.23446658851113716,0.23446658851113716,0.3516998827667057,0.3516998827667057,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.3516998827667057,0.0,0.11723329425556858,0.46893317702227433,0.19460726846424387,0.13731000497584747,0.23266766003637054,0.1565468768921172
6,6,0.0,0.46893317702227433,0.11723329425556858,0.23446658851113716,0.3516998827667057,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.46893317702227433,0.3516998827667057,0.3516998827667057,0.3516998827667057,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.3516998827667057,0.23446658851113716,0.23446658851113716,0.0,0.3516998827667057,0.11723329425556858,0.11723329425556858,0.3516998827667057,0.11723329425556858,0.3516998827667057,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.5861664712778429,0.46893317702227433,0.11723329425556858,0.11723329425556858,0.3516998827667057,0.3516998827667057,0.0,0.0,0.23446658851113716,0.23446658851113716,0.23446658851113716,0.46893317702227433,0.46893317702227433,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.3516998827667057,0.11723329425556858,0.11723329425556858,0.46893317702227433,0.22977725674091448,0.15158209343808088,0.27179366940211025,0.18776084407971871
7,7,0.0,0.46893317702227433,0.23446658851113716,0.23446658851113716,0.46893317702227433,0.23446658851113716,0.23446658851113716,0.23446658851113716,0.46893317702227433,0.3516998827667057,0.3516998827667057,0.3516998827667057,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.3516998827667057,0.46893317702227433,0.23446658851113716,0.11723329425556858,0.46893317702227433,0.11723329425556858,0.11723329425556858,0.3516998827667057,0.11723329425556858,0.3516998827667057,0.11723329425556858,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.7033997655334114,0.46893317702227433,0.11723329425556858,0.23446658851113716,0.3516998827667057,0.3516998827667057,0.0,0.11723329425556858,0.23446658851113716,0.23446658851113716,0.23446658851113716,0.46893317702227433,0.46893317702227433,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.3516998827667057,0.11723329425556858,0.3516998827667057,0.46893317702227433,0.2672919109026964,0.15173005061672917,0.30934933520143637,0.2252344866039564
8,8,0.11723329425556858,0.46893317702227433,0.23446658851113716,0.23446658851113716,0.5861664712778429,0.23446658851113716,0.23446658851113716,0.23446658851113716,0.46893317702227433,0.46893317702227433,0.3516998827667057,0.3516998827667057,0.23446658851113716,0.23446658851113716,0.3516998827667057,0.3516998827667057,0.46893317702227433,0.23446658851113716,0.11723329425556858,0.46893317702227433,0.11723329425556858,0.11723329425556858,0.3516998827667057,0.11723329425556858,0.3516998827667057,0.23446658851113716,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.82063305978898,0.46893317702227433,0.46893317702227433,0.23446658851113716,0.46893317702227433,0.46893317702227433,0.0,0.23446658851113716,0.3516998827667057,0.3516998827667057,0.3516998827667057,0.5861664712778429,0.7033997655334114,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.0,0.3516998827667057,0.11723329425556858,0.46893317702227433,0.46893317702227433,0.3165298944900352,0.17120288310384252,0.36398491257378984,0.2690748764062806
9,9,0.11723329425556858,0.46893317702227433,0.23446658851113716,0.23446658851113716,0.5861664712778429,0.23446658851113716,0.23446658851113716,0.46893317702227433,0.46893317702227433,0.46893317702227433,0.3516998827667057,0.46893317702227433,0.3516998827667057,0.3516998827667057,0.46893317702227433,0.3516998827667057,0.5861664712778429,0.3516998827667057,0.11723329425556858,0.46893317702227433,0.11723329425556858,0.11723329425556858,0.3516998827667057,0.23446658851113716,0.3516998827667057,0.23446658851113716,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.82063305978898,0.46893317702227433,0.46893317702227433,0.3516998827667057,0.46893317702227433,0.46893317702227433,0.11723329425556858,0.23446658851113716,0.5861664712778429,0.3516998827667057,0.3516998827667057,0.5861664712778429,0.7033997655334114,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.0,0.3516998827667057,0.23446658851113716,0.46893317702227433,0.46893317702227433,0.3493552168815945,0.16995321031615965,0.39646384334119467,0.3022465904219943
10,10,0.11723329425556858,0.5861664712778429,0.23446658851113716,0.23446658851113716,0.5861664712778429,0.23446658851113716,0.23446658851113716,0.7033997655334114,0.46893317702227433,0.46893317702227433,0.3516998827667057,0.5861664712778429,0.46893317702227433,0.3516998827667057,0.5861664712778429,0.5861664712778429,0.7033997655334114,0.3516998827667057,0.11723329425556858,0.46893317702227433,0.23446658851113716,0.23446658851113716,0.3516998827667057,0.23446658851113716,0.3516998827667057,0.23446658851113716,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.82063305978898,0.5861664712778429,0.46893317702227433,0.3516998827667057,0.46893317702227433,0.5861664712778429,0.11723329425556858,0.23446658851113716,0.7033997655334114,0.3516998827667057,0.46893317702227433,0.5861664712778429,0.7033997655334114,0.23446658851113716,0.11723329425556858,0.46893317702227433,0.0,0.3516998827667057,0.23446658851113716,0.46893317702227433,0.46893317702227433,0.38921453692848784,0.1915973826303814,0.44232262186657806,0.3361064519903976
11,11,0.3516998827667057,0.5861664712778429,0.3516998827667057,0.23446658851113716,0.5861664712778429,0.23446658851113716,0.23446658851113716,0.7033997655334114,0.46893317702227433,0.46893317702227433,0.46893317702227433,0.5861664712778429,0.46893317702227433,0.3516998827667057,0.5861664712778429,0.7033997655334114,0.82063305978898,0.3516998827667057,0.11723329425556858,0.46893317702227433,0.23446658851113716,0.23446658851113716,0.3516998827667057,0.23446658851113716,0.3516998827667057,0.3516998827667057,0.3516998827667057,0.23446658851113716,0.3516998827667057,0.82063305978898,0.5861664712778429,0.46893317702227433,0.46893317702227433,0.46893317702227433,0.7033997655334114,0.23446658851113716,0.3516998827667057,0.9378663540445487,0.3516998827667057,0.46893317702227433,0.5861664712778429,0.9378663540445487,0.23446658851113716,0.11723329425556858,0.46893317702227433,0.0,0.46893317702227433,0.3516998827667057,0.82063305978898,0.46893317702227433,0.4431418522860494,0.20956612021018584,0.5012306171714198,0.385053087400679
12,12,0.3516998827667057,0.7033997655334114,0.3516998827667057,0.23446658851113716,0.5861664712778429,0.23446658851113716,0.23446658851113716,0.7033997655334114,0.5861664712778429,0.46893317702227433,0.46893317702227433,0.7033997655334114,0.5861664712778429,0.3516998827667057,0.5861664712778429,0.82063305978898,0.82063305978898,0.46893317702227433,0.23446658851113716,0.46893317702227433,0.23446658851113716,0.23446658851113716,0.46893317702227433,0.23446658851113716,0.3516998827667057,0.3516998827667057,0.3516998827667057,0.23446658851113716,0.3516998827667057,0.9378663540445487,0.5861664712778429,0.46893317702227433,0.46893317702227433,0.46893317702227433,0.7033997655334114,0.3516998827667057,0.3516998827667057,1.0550996483001172,0.46893317702227433,0.46893317702227433,0.5861664712778429,0.9378663540445487,0.3516998827667057,0.23446658851113716,0.5861664712778429,0.0,0.5861664712778429,0.46893317702227433,0.82063305978898,0.5861664712778429,0.485345838218054,0.21837500842133103,0.5458763023422399,0.4248153740938681
13,13,0.3516998827667057,0.82063305978898,0.7033997655334114,0.23446658851113716,0.7033997655334114,0.23446658851113716,0.3516998827667057,0.7033997655334114,0.7033997655334114,0.5861664712778429,0.46893317702227433,0.7033997655334114,0.5861664712778429,0.3516998827667057,0.7033997655334114,0.82063305978898,0.82063305978898,0.7033997655334114,0.3516998827667057,0.46893317702227433,0.23446658851113716,0.23446658851113716,0.46893317702227433,0.23446658851113716,0.3516998827667057,0.3516998827667057,0.3516998827667057,0.23446658851113716,0.46893317702227433,0.9378663540445487,0.5861664712778429,0.5861664712778429,0.5861664712778429,0.5861664712778429,0.82063305978898,0.3516998827667057,0.5861664712778429,1.0550996483001172,0.46893317702227433,0.46893317702227433,0.5861664712778429,0.9378663540445487,0.3516998827667057,0.3516998827667057,0.5861664712778429,0.0,0.5861664712778429,0.5861664712778429,1.0550996483001172,0.5861664712778429,0.5392731535756154,0.2308499204838423,0.6032614869061315,0.4752848202450994
