,time,sim_1,sim_2,sim_3,sim_4,sim_5,sim_6,sim_7,sim_8,sim_9,sim_10,sim_11,sim_12,sim_13,sim_14,sim_15,sim_16,sim_17,sim_18,sim_19,sim_20,sim_21,sim_22,sim_23,sim_24,sim_25,sim_26,sim_27,sim_28,sim_29,sim_30,sim_31,sim_32,sim_33,sim_34,sim_35,sim_36,sim_37,sim_38,sim_39,sim_40,sim_41,sim_42,sim_43,sim_44,sim_45,sim_46,sim_47,sim_48,sim_49,sim_50,mean,std,upper,lower
15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23446658851113716,0.0,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.11723329425556858,0.0,0.0,0.0,0.0,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.0,0.23446658851113716,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.3516998827667057,0.0,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.0,0.23446658851113716,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.0,0.07033997655334112,0.09473880839880053,0.09660023446658848,0.04407971864009376
16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23446658851113716,0.0,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.11723329425556858,0.0,0.0,0.0,0.0,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.0,0.23446658851113716,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.3516998827667057,0.0,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.0,0.23446658851113716,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.0,0.07268464243845249,0.09441258207640532,0.0988544750285511,0.04651480984835388
17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23446658851113716,0.0,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.11723329425556858,0.0,0.0,0.0,0.0,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.0,0.3516998827667057,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.3516998827667057,0.0,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.0,0.23446658851113716,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.0,0.07502930832356386,0.09981352822476197,0.1026962068070224,0.04736240984010531
18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23446658851113716,0.0,0.3516998827667057,0.11723329425556858,0.23446658851113716,0.11723329425556858,0.0,0.0,0.0,0.0,0.3516998827667057,0.0,0.11723329425556858,0.11723329425556858,0.0,0.3516998827667057,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.3516998827667057,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.0,0.08440797186400935,0.10864025952253797,0.11452151543756452,0.05429442829045418
19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3516998827667057,0.0,0.3516998827667057,0.11723329425556858,0.23446658851113716,0.11723329425556858,0.0,0.0,0.0,0.0,0.3516998827667057,0.0,0.11723329425556858,0.11723329425556858,0.0,0.3516998827667057,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.3516998827667057,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.0,0.08675263774912073,0.11311770082577975,0.1181072647329676,0.055398010765273856
20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3516998827667057,0.0,0.3516998827667057,0.11723329425556858,0.23446658851113716,0.11723329425556858,0.0,0.0,0.0,0.0,0.3516998827667057,0.0,0.11723329425556858,0.11723329425556858,0.0,0.3516998827667057,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.3516998827667057,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.0,0.08675263774912073,0.11311770082577975,0.1181072647329676,0.055398010765273856
21,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3516998827667057,0.0,0.3516998827667057,0.11723329425556858,0.23446658851113716,0.11723329425556858,0.0,0.0,0.0,0.0,0.3516998827667057,0.0,0.11723329425556858,0.11723329425556858,0.0,0.3516998827667057,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.3516998827667057,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.0,0.08675263774912073,0.11311770082577975,0.1181072647329676,0.055398010765273856
22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3516998827667057,0.0,0.3516998827667057,0.11723329425556858,0.23446658851113716,0.11723329425556858,0.0,0.0,0.0,0.0,0.3516998827667057,0.0,0.11723329425556858,0.11723329425556858,0.0,0.3516998827667057,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.3516998827667057,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.0,0.08675263774912073,0.11311770082577975,0.1181072647329676,0.055398010765273856
23,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3516998827667057,0.0,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.11723329425556858,0.0,0.0,0.0,0.0,0.23446658851113716,0.0,0.0,0.11723329425556858,0.0,0.3516998827667057,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.3516998827667057,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.0,0.07971864009378661,0.10442778273736321,0.1086645446743897,0.05077273551318352
24,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3516998827667057,0.0,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.11723329425556858,0.0,0.0,0.0,0.0,0.23446658851113716,0.0,0.0,0.11723329425556858,0.0,0.3516998827667057,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.3516998827667057,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.0,0.07737397420867524,0.10488339180607051,0.1064461671800031,0.04830178123734737
25,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3516998827667057,0.0,0.3516998827667057,0.11723329425556858,0.23446658851113716,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.23446658851113716,0.0,0.0,0.23446658851113716,0.0,0.46893317702227433,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.3516998827667057,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.0,0.08675263774912075,0.11797264287627753,0.1194529860118681,0.05405228948637339
26,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3516998827667057,0.0,0.3516998827667057,0.11723329425556858,0.23446658851113716,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.23446658851113716,0.0,0.0,0.23446658851113716,0.0,0.46893317702227433,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.3516998827667057,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.0,0.08675263774912075,0.11797264287627753,0.1194529860118681,0.05405228948637339
27,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3516998827667057,0.0,0.3516998827667057,0.11723329425556858,0.23446658851113716,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.23446658851113716,0.0,0.0,0.23446658851113716,0.0,0.46893317702227433,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.3516998827667057,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.0,0.08675263774912075,0.11797264287627753,0.1194529860118681,0.05405228948637339
28,28,0.0,0.0,0.0,0.0,0.0,0.11723329425556858,0.0,0.3516998827667057,0.0,0.3516998827667057,0.11723329425556858,0.23446658851113716,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.23446658851113716,0.0,0.0,0.23446658851113716,0.0,0.46893317702227433,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.3516998827667057,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.0,0.08909730363423213,0.11737675744722981,0.12163248088292504,0.056562126385539216
29,29,0.0,0.0,0.0,0.0,0.0,0.11723329425556858,0.0,0.3516998827667057,0.0,0.3516998827667057,0.11723329425556858,0.23446658851113716,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.23446658851113716,0.0,0.0,0.23446658851113716,0.0,0.46893317702227433,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.3516998827667057,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.0,0.08909730363423213,0.11737675744722981,0.12163248088292504,0.056562126385539216
30,30,0.0,0.0,0.0,0.0,0.0,0.11723329425556858,0.0,0.3516998827667057,0.0,0.3516998827667057,0.11723329425556858,0.23446658851113716,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.23446658851113716,0.0,0.0,0.23446658851113716,0.0,0.46893317702227433,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.3516998827667057,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.0,0.08909730363423213,0.11737675744722981,0.12163248088292504,0.056562126385539216
31,31,0.0,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.3516998827667057,0.0,0.3516998827667057,0.23446658851113716,0.23446658851113716,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.23446658851113716,0.0,0.0,0.23446658851113716,0.0,0.46893317702227433,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.3516998827667057,0.0,0.23446658851113716,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.0,0.09613130128956625,0.12004663163595658,0.1294065299066145,0.062856072672518
32,32,0.0,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.3516998827667057,0.0,0.3516998827667057,0.23446658851113716,0.23446658851113716,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.23446658851113716,0.0,0.0,0.23446658851113716,0.0,0.46893317702227433,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.3516998827667057,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.0,0.0,0.11723329425556858,0.11723329425556858,0.0,0.100820633059789,0.1184471928326038,0.13365251985945134,0.06798874626012666
33,33,0.0,0.0,0.11723329425556858,0.11723329425556858,0.0,0.11723329425556858,0.0,0.3516998827667057,0.0,0.3516998827667057,0.23446658851113716,0.23446658851113716,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.23446658851113716,0.0,0.0,0.23446658851113716,0.0,0.46893317702227433,0.0,0.0,0.11723329425556858,0.0,0.11723329425556858,0.0,0.3516998827667057,0.11723329425556858,0.23446658851113716,0.0,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.3516998827667057,0.23446658851113716,0.0,0.23446658851113716,0.0,0.0,0.11723329425556858,0.11723329425556858,0.0,0.11254396248534584,0.12523811151123718,0.14725819590708222,0.07782972906360947
34,34,0.0,0.0,0.11723329425556858,0.11723329425556858,0.0,0.11723329425556858,0.23446658851113716,0.3516998827667057,0.11723329425556858,0.46893317702227433,0.23446658851113716,0.23446658851113716,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.23446658851113716,0.0,0.0,0.23446658851113716,0.0,0.46893317702227433,0.0,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.0,0.3516998827667057,0.11723329425556858,0.23446658851113716,0.0,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.3516998827667057,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.0,0.0,0.11723329425556858,0.11723329425556858,0.0,0.1266119577960141,0.12719368645819812,0.16186824893774743,0.0913556666542808
35,35,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.3516998827667057,0.11723329425556858,0.46893317702227433,0.23446658851113716,0.23446658851113716,0.11723329425556858,0.0,0.0,0.11723329425556858,0.0,0.3516998827667057,0.0,0.0,0.23446658851113716,0.0,0.5861664712778429,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.0,0.3516998827667057,0.11723329425556858,0.23446658851113716,0.0,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.46893317702227433,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.0,0.0,0.11723329425556858,0.11723329425556858,0.0,0.14067995310668233,0.13810435858709297,0.17896052826627631,0.10239937794708834
36,36,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.3516998827667057,0.11723329425556858,0.46893317702227433,0.23446658851113716,0.23446658851113716,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.0,0.3516998827667057,0.0,0.0,0.23446658851113716,0.0,0.5861664712778429,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.3516998827667057,0.11723329425556858,0.23446658851113716,0.0,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.11723329425556858,0.46893317702227433,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.0,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.14771395076201646,0.13566600670627119,0.18531864926287,0.1101092522611629
37,37,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.3516998827667057,0.11723329425556858,0.46893317702227433,0.23446658851113716,0.23446658851113716,0.11723329425556858,0.0,0.11723329425556858,0.11723329425556858,0.0,0.3516998827667057,0.0,0.0,0.23446658851113716,0.0,0.5861664712778429,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.3516998827667057,0.11723329425556858,0.23446658851113716,0.0,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.23446658851113716,0.46893317702227433,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.0,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.15005861664712783,0.1361406895521794,0.1877948905200092,0.11232234277424645
38,38,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.3516998827667057,0.11723329425556858,0.46893317702227433,0.23446658851113716,0.23446658851113716,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.0,0.3516998827667057,0.0,0.0,0.23446658851113716,0.0,0.5861664712778429,0.0,0.11723329425556858,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.0,0.3516998827667057,0.11723329425556858,0.23446658851113716,0.0,0.23446658851113716,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.23446658851113716,0.0,0.23446658851113716,0.46893317702227433,0.23446658851113716,0.11723329425556858,0.23446658851113716,0.0,0.0,0.11723329425556858,0.11723329425556858,0.11723329425556858,0.1570926143024619,0.13525188484052897,0.19458252407854992,0.11960270452637389
