Cell 1,Cell 2,edge_state
160,177,1
160,187,0
160,193,1
160,199,0
161,163,0
161,164,1
161,187,0
161,196,0
162,168,0
162,183,0
162,190,1
163,187,1
164,176,1
164,194,0
164,196,1
165,166,1
165,185,0
165,192,1
165,201,0
166,168,0
166,186,0
166,192,0
167,169,1
167,178,0
167,188,0
167,200,1
168,186,1
168,190,1
169,170,1
169,188,1
170,173,1
170,188,1
170,198,1
170,207,0
171,174,1
171,189,0
173,177,0
173,198,0
174,180,0
174,189,0
174,205,1
176,185,0
176,194,0
177,193,0
177,198,1
178,200,1
178,208,1
180,202,1
180,205,1
180,214,0
180,219,1
181,182,1
181,183,0
181,206,1
182,191,1
182,229,0
182,231,1
183,203,1
183,206,0
185,194,1
185,201,1
185,211,1
186,190,0
186,192,0
186,203,0
186,209,0
186,218,0
186,225,1
187,196,1
187,199,1
187,223,0
187,233,0
188,200,0
188,207,0
188,212,0
189,191,1
189,205,0
189,217,1
189,222,1
189,235,0
190,203,0
191,217,0
191,229,1
192,201,0
192,209,1
192,215,1
192,218,0
193,198,0
193,199,1
193,213,1
193,228,1
194,196,1
194,211,1
194,216,0
196,216,0
196,223,0
198,207,1
198,213,1
200,208,0
200,212,0
201,211,0
201,215,1
201,227,0
202,214,1
202,224,0
203,206,0
203,225,0
203,238,1
205,219,0
205,222,1
205,242,1
206,231,0
206,238,0
206,245,1
207,212,1
207,213,0
207,232,0
207,236,0
207,240,0
208,236,1
208,247,1
209,218,1
211,216,0
211,227,0
211,239,0
211,244,0
212,236,1
213,228,0
213,232,1
213,237,1
214,219,1
214,224,0
215,218,1
215,227,1
215,234,1
216,223,1
216,239,1
216,251,1
217,229,1
217,235,1
218,225,1
218,234,1
218,250,1
218,254,0
219,224,1
219,242,1
219,253,0
219,256,0
222,235,0
222,242,0
223,233,1
223,251,0
223,257,1
225,238,0
225,254,1
227,234,0
227,244,1
228,233,1
228,237,1
228,249,1
229,231,0
229,235,0
229,241,1
229,258,0
231,241,1
231,245,0
231,259,1
232,237,1
232,246,0
232,255,1
233,249,0
233,257,0
233,261,1
234,244,0
234,250,0
235,242,1
235,258,0
236,240,0
236,247,0
237,249,1
237,255,0
238,245,0
238,254,0
238,265,1
238,266,1
239,244,0
239,248,1
239,251,0
240,246,1
240,247,0
241,258,1
241,259,1
241,274,0
241,289,0
242,256,0
242,258,0
242,268,1
242,271,0
244,248,1
244,250,0
244,260,1
244,267,0
245,259,1
245,265,1
246,247,0
246,255,0
246,262,0
247,262,1
247,270,1
248,251,1
248,267,1
248,272,1
248,275,1
249,255,1
249,261,0
249,269,1
249,273,1
249,279,0
250,254,0
250,260,0
250,263,0
250,267,1
251,257,1
251,272,1
253,256,1
253,280,1
254,263,1
254,266,1
255,262,1
255,273,0
255,285,0
256,268,1
256,280,1
256,296,1
257,261,0
257,272,1
257,281,0
258,271,1
258,289,0
259,265,1
259,274,0
259,283,0
260,267,0
261,269,0
261,281,0
261,284,0
262,270,0
262,285,0
262,291,0
263,266,1
263,267,0
263,282,1
263,290,0
263,295,0
265,266,0
265,283,0
265,286,1
266,286,0
266,290,1
267,275,1
267,282,1
267,288,1
268,271,0
268,296,1
269,279,0
269,284,0
270,291,0
271,289,1
271,296,0
271,308,0
271,311,0
272,275,0
272,281,1
272,294,1
273,279,1
273,285,0
273,297,1
273,298,0
274,283,1
274,289,0
274,304,0
275,288,0
275,294,1
275,307,0
279,284,0
279,298,1
280,296,0
281,284,1
281,294,0
281,300,1
281,306,1
282,288,0
282,295,0
282,302,0
283,286,0
283,304,0
283,310,0
283,318,0
284,298,0
284,300,1
285,291,1
285,297,0
285,313,0
286,290,1
286,303,1
286,310,0
288,302,0
288,307,1
288,317,0
289,304,0
289,311,1
290,295,1
290,299,1
290,303,1
294,306,0
294,307,1
294,322,1
295,299,0
295,302,0
295,314,0
295,317,0
296,308,1
297,298,0
297,312,0
297,313,0
297,316,0
298,300,0
298,312,0
298,323,0
299,303,1
299,314,1
300,306,0
300,323,1
300,326,0
302,317,1
303,310,1
303,318,1
303,329,1
303,341,0
304,311,0
304,318,0
304,325,0
304,328,0
306,322,0
306,326,0
307,317,0
307,322,0
307,327,1
308,311,1
308,325,1
310,318,0
311,325,1
312,316,1
312,323,0
313,316,0
314,317,1
314,329,0
314,335,0
314,337,0
316,323,0
317,327,0
317,335,0
317,339,1
318,328,0
318,338,0
318,341,0
318,351,0
322,326,0
322,327,0
322,334,0
322,340,0
323,326,0
323,347,0
325,328,0
326,340,1
326,347,0
327,334,0
327,339,0
327,348,1
328,338,1
329,337,1
329,341,0
334,340,1
334,344,0
335,337,1
335,339,0
335,348,0
335,362,0
335,365,0
337,341,1
337,365,0
337,368,1
338,351,0
339,348,0
340,344,0
340,347,0
340,363,1
341,351,0
341,368,0
344,363,0
347,363,0
348,362,1
362,363,0
365,368,0
